<s>             | dit             | topic 428      topic 50       topic 187      topic 362      
praktijk        | voor            | topic 428      topic 245      topic 164      topic 60       
voor            | een             | topic 428      topic 245      topic 202      topic 49       
een             | amateur         | topic 164      topic 428      topic 245      topic 167      
amateur         | voor            | topic 245      topic 428      topic 289      topic 60       
voor            | een             | topic 428      topic 245      topic 49       topic 164      
een             | professional    | topic 428      topic 164      topic 245      topic 167      
professional    | een             | topic 428      topic 245      topic 289      topic 164      
een             | catastrofe      | topic 428      topic 164      topic 75       topic 245      
catastrofe      | </s>            | topic 187      topic 404      topic 289      topic 242      
<s>             | een             | topic 49       topic 428      topic 347      topic 265      
een             | triple          | topic 428      topic 164      topic 245      topic 75       
triple          | <UNK>           | topic 428      topic 245      topic 203      topic 347      
<UNK>           | daarvan         | topic 428      topic 245      topic 49       topic 202      
daarvan         | wordt           | topic 428      topic 289      topic 245      topic 404      
wordt           | een             | topic 428      topic 245      topic 49       topic 347      
een             | amateur         | topic 428      topic 164      topic 245      topic 75       
amateur         | zeer            | topic 289      topic 187      topic 404      topic 49       
zeer            | <UNK>           | topic 289      topic 433      topic 404      topic 187      
<UNK>           | een             | topic 289      topic 49       topic 245      topic 86       
een             | professional    | topic 428      topic 164      topic 245      topic 347      
professional    | die             | topic 187      topic 289      topic 242      topic 404      
die             | het             | topic 49       topic 289      topic 187      topic 242      
het             | overkomt        | topic 289      topic 330      topic 440      topic 443      
overkomt        | levert          | topic 49       topic 187      topic 242      topic 289      
levert          | zijn            | topic 428      topic 49       topic 289      topic 347      
zijn            | clubs           | topic 428      topic 49       topic 245      topic 347      
clubs           | in              | topic 289      topic 187      topic 242      topic 428      
in              | </s>            | topic 428      topic 203      topic 197      topic 245      
<s>             | met             | topic 49       topic 428      topic 245      topic 289      
met             | <UNK>           | topic 428      topic 49       topic 245      topic 347      
<UNK>           | boven           | topic 428      topic 245      topic 49       topic 347      
boven           | par             | topic 428      topic 245      topic 49       topic 347      
par             | zijn            | topic 49       topic 245      topic 428      topic 86       
zijn            | we              | topic 428      topic 245      topic 49       topic 86       
we              | bij             | topic 428      topic 289      topic 245      topic 86       
bij             | <UNK>           | topic 49       topic 428      topic 347      topic 245      
<UNK>           | </s>            | topic 49       topic 428      topic 245      topic 347      
<s>             | schijnt         | topic 49       topic 428      topic 347      topic 245      
schijnt         | één           | topic 49       topic 187      topic 289      topic 242      
één           | keer            | topic 428      topic 164      topic 296      topic 245      
keer            | per             | topic 428      topic 245      topic 49       topic 86       
per             | halve           | topic 86       topic 428      topic 245      topic 164      
halve           | eeuw            | topic 153      topic 145      topic 245      topic 164      
eeuw            | voor            | topic 289      topic 404      topic 203      topic 245      
voor            | te              | topic 428      topic 245      topic 49       topic 202      
te              | komen           | topic 289      topic 203      topic 330      topic 245      
komen           | in              | topic 428      topic 245      topic 289      topic 49       
in              | het             | topic 428      topic 203      topic 245      topic 197      
het             | professionele   | topic 330      topic 203      topic 289      topic 428      
professionele   | golf            | topic 330      topic 245      topic 203      topic 428      
golf            | maar            | topic 428      topic 49       topic 245      topic 289      
maar            | niemand         | topic 428      topic 49       topic 245      topic 289      
niemand         | weet            | topic 289      topic 187      topic 404      topic 242      
weet            | waar            | topic 49       topic 187      topic 242      topic 265      
waar            | </s>            | topic 49       topic 347      topic 245      topic 289      
<s>             | bij             | topic 49       topic 289      topic 347      topic 245      
bij             | analogie        | topic 49       topic 245      topic 202      topic 428      
analogie        | moet            | topic 187      topic 289      topic 242      topic 428      
moet            | vijf            | topic 49       topic 347      topic 245      topic 289      
vijf            | boven           | topic 164      topic 296      topic 428      topic 245      
boven           | par             | topic 428      topic 49       topic 245      topic 164      
par             | dan             | topic 428      topic 49       topic 245      topic 86       
dan             | een             | topic 428      topic 245      topic 49       topic 289      
een             | <UNK>           | topic 428      topic 164      topic 245      topic 86       
<UNK>           | <UNK>           | topic 428      topic 245      topic 86       topic 289      
<UNK>           | zijn            | topic 428      topic 245      topic 49       topic 202      
zijn            | </s>            | topic 428      topic 245      topic 49       topic 347      
<s>             | nooit           | topic 428      topic 49       topic 245      topic 347      
nooit           | tegengekomen    | topic 289      topic 187      topic 428      topic 404      
tegengekomen    | in              | topic 187      topic 49       topic 242      topic 289      
in              | de              | topic 428      topic 203      topic 86       topic 245      
de              | vakliteratuur   | topic 86       topic 428      topic 203      topic 153      
vakliteratuur   | </s>            | topic 187      topic 242      topic 404      topic 289      
<s>             | zes             | topic 49       topic 428      topic 187      topic 86       
zes             | zou             | topic 428      topic 164      topic 296      topic 245      
zou             | <UNK>           | topic 428      topic 49       topic 86       topic 245      
<UNK>           | kunnen          | topic 428      topic 49       topic 245      topic 86       
kunnen          | zijn            | topic 428      topic 49       topic 245      topic 289      
zijn            | al              | topic 428      topic 86       topic 245      topic 203      
al              | doet            | topic 428      topic 289      topic 164      topic 245      
doet            | dat             | topic 49       topic 428      topic 245      topic 289      
dat             | meer            | topic 49       topic 428      topic 289      topic 347      
meer            | denken          | topic 86       topic 428      topic 203      topic 245      
denken          | aan             | topic 187      topic 242      topic 289      topic 404      
aan             | een             | topic 49       topic 203      topic 245      topic 86       
een             | goedkope        | topic 428      topic 245      topic 86       topic 203      
goedkope        | gore            | topic 86       topic 347      topic 203      topic 470      
gore            | tent            | topic 86       topic 470      topic 245      topic 203      
tent            | in              | topic 187      topic 404      topic 242      topic 251      
in              | Soho            | topic 428      topic 203      topic 86       topic 245      
Soho            | </s>            | topic 187      topic 289      topic 251      topic 404      
<s>             | en              | topic 187      topic 49       topic 242      topic 428      
en              | dan             | topic 187      topic 242      topic 303      topic 404      
dan             | zijn            | topic 187      topic 242      topic 254      topic 303      
zijn            | we              | topic 428      topic 86       topic 49       topic 245      
we              | er              | topic 187      topic 251      topic 242      topic 428      
er              | </s>            | topic 428      topic 187      topic 251      topic 440      
<s>             | John            | topic 428      topic 187      topic 242      topic 49       
John            | <UNK>           | topic 49       topic 202      topic 310      topic 507      
<UNK>           | op              | topic 428      topic 49       topic 245      topic 202      
op              | de              | topic 428      topic 49       topic 245      topic 347      
de              | US              | topic 428      topic 347      topic 49       topic 86       
US              | Open            | topic 358      topic 448      topic 468      topic 86       
Open            | van             | topic 358      topic 203      topic 245      topic 86       
van             | dit             | topic 428      topic 245      topic 49       topic 347      
dit             | jaar            | topic 330      topic 203      topic 428      topic 86       
jaar            | </s>            | topic 428      topic 289      topic 404      topic 60       
<s>             | de              | topic 49       topic 428      topic 245      topic 347      
de              | achtste         | topic 428      topic 86       topic 203      topic 2        
achtste         | hole            | topic 153      topic 245      topic 203      topic 86       
hole            | op              | topic 245      topic 428      topic 289      topic 202      
op              | de              | topic 428      topic 245      topic 197      topic 49       
de              | baan            | topic 428      topic 245      topic 153      topic 203      
baan            | van             | topic 428      topic 245      topic 289      topic 404      
van             | <UNK>           | topic 428      topic 245      topic 49       topic 202      
<UNK>           | No              | topic 245      topic 428      topic 49       topic 202      
No              | </s>            | topic 245      topic 49       topic 428      topic 458      
<s>             | een             | topic 428      topic 245      topic 49       topic 50       
een             | par             | topic 428      topic 245      topic 91       topic 2        
par             | vier            | topic 428      topic 245      topic 49       topic 91       
vier            | komma           | topic 428      topic 296      topic 164      topic 245      
komma           | en              | topic 428      topic 164      topic 245      topic 49       
en              | niet            | topic 428      topic 245      topic 49       topic 202      
niet            | eens            | topic 428      topic 245      topic 49       topic 444      
eens            | een             | topic 428      topic 245      topic 49       topic 289      
een             | moeilijke       | topic 428      topic 245      topic 286      topic 2        
moeilijke       | </s>            | topic 245      topic 428      topic 2        topic 86       
<s>             | elf             | topic 49       topic 245      topic 428      topic 347      
elf             | slagen          | topic 428      topic 164      topic 296      topic 245      
slagen          | had             | topic 428      topic 245      topic 49       topic 404      
had             | hij             | topic 49       topic 245      topic 428      topic 202      
hij             | nodig           | topic 428      topic 245      topic 49       topic 289      
nodig           | </s>            | topic 187      topic 404      topic 242      topic 289      
<s>             | elf             | topic 49       topic 245      topic 202      topic 428      
elf             | </s>            | topic 428      topic 164      topic 296      topic 245      
<s>             | waaronder       | topic 428      topic 49       topic 245      topic 134      
waaronder       | twee            | topic 428      topic 49       topic 245      topic 202      
twee            | <UNK>           | topic 428      topic 164      topic 245      topic 296      
<UNK>           | omdat           | topic 428      topic 245      topic 49       topic 86       
omdat           | hij             | topic 428      topic 49       topic 245      topic 134      
hij             | van             | topic 428      topic 245      topic 49       topic 202      
van             | <UNK>           | topic 428      topic 49       topic 245      topic 202      
<UNK>           | op              | topic 428      topic 245      topic 49       topic 202      
op              | een             | topic 428      topic 245      topic 49       topic 347      
een             | <UNK>           | topic 428      topic 245      topic 2        topic 91       
<UNK>           | bal             | topic 428      topic 245      topic 86       topic 49       
bal             | had             | topic 428      topic 245      topic 404      topic 49       
had             | <UNK>           | topic 49       topic 245      topic 428      topic 202      
<UNK>           | </s>            | topic 245      topic 49       topic 428      topic 86       
<s>             | toen            | topic 428      topic 49       topic 245      topic 86       
toen            | hij             | topic 49       topic 245      topic 202      topic 265      
hij             | na              | topic 428      topic 245      topic 49       topic 404      
na              | zijn            | topic 428      topic 245      topic 49       topic 444      
zijn            | achtste         | topic 428      topic 245      topic 86       topic 2        
achtste         | shot            | topic 153      topic 245      topic 2        topic 444      
shot            | eindelijk       | topic 245      topic 428      topic 404      topic 49       
eindelijk       | op              | topic 245      topic 428      topic 49       topic 202      
op              | de              | topic 428      topic 245      topic 49       topic 197      
de              | green           | topic 428      topic 245      topic 153      topic 86       
green           | lag             | topic 428      topic 245      topic 49       topic 86       
lag             | waar            | topic 428      topic 245      topic 49       topic 202      
waar            | hij             | topic 49       topic 245      topic 428      topic 202      
hij             | met             | topic 428      topic 245      topic 49       topic 202      
met             | zijn            | topic 428      topic 245      topic 49       topic 202      
zijn            | tweede          | topic 428      topic 245      topic 86       topic 49       
tweede          | dwars           | topic 245      topic 428      topic 153      topic 444      
dwars           | doorheen        | topic 245      topic 404      topic 289      topic 49       
doorheen        | was             | topic 245      topic 428      topic 49       topic 202      
was             | <UNK>           | topic 49       topic 245      topic 428      topic 202      
<UNK>           | had             | topic 245      topic 49       topic 428      topic 202      
had             | hij             | topic 49       topic 245      topic 202      topic 265      
hij             | nog             | topic 245      topic 428      topic 49       topic 86       
nog             | eens            | topic 428      topic 245      topic 49       topic 444      
eens            | drie            | topic 428      topic 245      topic 49       topic 444      
drie            | <UNK>           | topic 428      topic 245      topic 164      topic 296      
<UNK>           | nodig           | topic 428      topic 245      topic 49       topic 404      
nodig           | </s>            | topic 404      topic 187      topic 289      topic 242      
<s>             | lezers          | topic 49       topic 245      topic 347      topic 202      
lezers          | van             | topic 245      topic 428      topic 49       topic 86       
van             | Knack           | topic 428      topic 49       topic 245      topic 347      
Knack           | kennen          | topic 428      topic 245      topic 49       topic 366      
kennen          | John            | topic 428      topic 49       topic 245      topic 86       
John            | <UNK>           | topic 49       topic 202      topic 151      topic 265      
<UNK>           | wij             | topic 428      topic 49       topic 245      topic 202      
wij             | hebben          | topic 428      topic 49       topic 245      topic 86       
hebben          | u               | topic 428      topic 49       topic 245      topic 289      
u               | al              | topic 428      topic 49       topic 245      topic 86       
al              | meermaals       | topic 428      topic 289      topic 49       topic 187      
meermaals       | over            | topic 428      topic 49       topic 245      topic 289      
over            | hem             | topic 49       topic 428      topic 245      topic 203      
hem             | verteld         | topic 49       topic 428      topic 289      topic 245      
verteld         | </s>            | topic 187      topic 242      topic 49       topic 404      
<s>             | een             | topic 49       topic 245      topic 202      topic 187      
een             | <UNK>           | topic 428      topic 245      topic 49       topic 2        
<UNK>           | buiten          | topic 49       topic 245      topic 86       topic 428      
buiten          | categorie       | topic 49       topic 428      topic 245      topic 203      
categorie       | die             | topic 428      topic 49       topic 245      topic 86       
die             | in              | topic 49       topic 428      topic 245      topic 347      
in              | negentien       | topic 428      topic 203      topic 49       topic 245      
negentien       | honderd         | topic 428      topic 296      topic 164      topic 203      
honderd         | één-en        | topic 428      topic 164      topic 296      topic 206      
één-en        | negentig        | topic 428      topic 164      topic 296      topic 481      
negentig        | door            | topic 296      topic 164      topic 428      topic 60       
door            | de              | topic 49       topic 428      topic 245      topic 347      
de              | vele            | topic 428      topic 203      topic 86       topic 347      
vele            | forfaits        | topic 86       topic 428      topic 153      topic 148      
forfaits        | per             | topic 49       topic 289      topic 404      topic 245      
per             | ongeluk         | topic 86       topic 245      topic 203      topic 164      
ongeluk         | in              | topic 404      topic 289      topic 428      topic 49       
in              | de              | topic 428      topic 49       topic 203      topic 245      
de              | <UNK>           | topic 428      topic 86       topic 203      topic 153      
<UNK>           | van             | topic 428      topic 49       topic 245      topic 86       
van             | de              | topic 428      topic 49       topic 245      topic 347      
de              | US              | topic 428      topic 245      topic 86       topic 347      
US              | <UNK>           | topic 358      topic 448      topic 468      topic 86       
<UNK>           | op              | topic 428      topic 245      topic 358      topic 49       
op              | <UNK>           | topic 428      topic 245      topic 49       topic 347      
<UNK>           | <UNK>           | topic 428      topic 245      topic 49       topic 289      
<UNK>           | geraakte        | topic 245      topic 428      topic 49       topic 289      
geraakte        | </s>            | topic 49       topic 245      topic 428      topic 202      
<s>             | <UNK>           | topic 49       topic 245      topic 428      topic 347      
<UNK>           | pas             | topic 49       topic 245      topic 428      topic 202      
pas             | in              | topic 428      topic 245      topic 49       topic 86       
in              | extremis        | topic 428      topic 245      topic 203      topic 86       
extremis        | opgeroepen      | topic 428      topic 245      topic 49       topic 86       
opgeroepen      | kwam            | topic 49       topic 245      topic 289      topic 86       
kwam            | net             | topic 49       topic 245      topic 428      topic 86       
net             | op              | topic 428      topic 245      topic 86       topic 444      
op              | tijd            | topic 428      topic 245      topic 86       topic 49       
tijd            | in              | topic 428      topic 404      topic 289      topic 245      
in              | Indianapolis    | topic 428      topic 245      topic 203      topic 86       
Indianapolis    | aan             | topic 245      topic 289      topic 203      topic 428      
aan             | om              | topic 245      topic 49       topic 202      topic 428      
om              | van             | topic 428      topic 49       topic 245      topic 347      
van             | start           | topic 428      topic 49       topic 245      topic 347      
start           | te              | topic 49       topic 245      topic 289      topic 428      
te              | kunnen          | topic 289      topic 366      topic 203      topic 275      
kunnen          | gaan            | topic 49       topic 245      topic 265      topic 347      
gaan            | in              | topic 49       topic 289      topic 187      topic 245      
in              | de              | topic 203      topic 428      topic 245      topic 49       
de              | eerste          | topic 428      topic 203      topic 86       topic 245      
eerste          | ronde           | topic 428      topic 203      topic 245      topic 153      
ronde           | moest           | topic 245      topic 203      topic 289      topic 153      
moest           | clubs           | topic 49       topic 245      topic 265      topic 347      
clubs           | en              | topic 49       topic 245      topic 86       topic 289      
en              | een             | topic 49       topic 245      topic 265      topic 347      
een             | <UNK>           | topic 428      topic 245      topic 86       topic 2        
<UNK>           | lenen           | topic 245      topic 49       topic 86       topic 347      
lenen           | en              | topic 49       topic 289      topic 187      topic 404      
en              | won             | topic 49       topic 347      topic 289      topic 404      
won             | tot             | topic 49       topic 245      topic 265      topic 202      
tot             | <UNK>           | topic 428      topic 49       topic 245      topic 444      
<UNK>           | verbijstering   | topic 428      topic 49       topic 245      topic 347      
verbijstering   | het             | topic 49       topic 245      topic 289      topic 404      
het             | toernooi        | topic 289      topic 49       topic 330      topic 245      
toernooi        | </s>            | topic 289      topic 245      topic 49       topic 265      
<s>             | John            | topic 49       topic 245      topic 265      topic 202      
John            | wie             | topic 49       topic 202      topic 265      topic 245      
wie             | zonder          | topic 49       topic 245      topic 347      topic 202      
zonder          | zonde           | topic 49       topic 428      topic 245      topic 347      
zonde           | is              | topic 289      topic 49       topic 187      topic 404      
is              | <UNK>           | topic 49       topic 245      topic 265      topic 202      
<UNK>           | de              | topic 49       topic 245      topic 202      topic 265      
de              | eerste          | topic 203      topic 428      topic 245      topic 86       
eerste          | steen           | topic 428      topic 203      topic 245      topic 153      
steen           | raakte          | topic 49       topic 404      topic 289      topic 245      
raakte          | daarna          | topic 49       topic 245      topic 347      topic 202      
daarna          | aan             | topic 49       topic 428      topic 245      topic 289      
aan             | de              | topic 49       topic 245      topic 428      topic 347      
de              | drank           | topic 428      topic 347      topic 49       topic 203      
drank           | </s>            | topic 404      topic 49       topic 245      topic 289      
<s>             | hij             | topic 49       topic 245      topic 347      topic 202      
hij             | stelde          | topic 49       topic 245      topic 289      topic 404      
stelde          | zich            | topic 49       topic 245      topic 347      topic 265      
zich            | gewelddadig     | topic 428      topic 49       topic 289      topic 404      
gewelddadig     | op              | topic 289      topic 404      topic 49       topic 205      
op              | tegen           | topic 428      topic 49       topic 245      topic 203      
tegen           | zijn            | topic 49       topic 428      topic 347      topic 245      
zijn            | eerste          | topic 428      topic 49       topic 245      topic 347      
eerste          | vervolgens      | topic 428      topic 245      topic 203      topic 86       
vervolgens      | tegen           | topic 49       topic 428      topic 245      topic 289      
tegen           | zijn            | topic 49       topic 347      topic 245      topic 202      
zijn            | tweede          | topic 49       topic 428      topic 245      topic 347      
tweede          | en              | topic 245      topic 203      topic 428      topic 153      
en              | tenslotte       | topic 49       topic 245      topic 347      topic 289      
tenslotte       | tegen           | topic 49       topic 289      topic 245      topic 203      
tegen           | zijn            | topic 49       topic 347      topic 245      topic 203      
zijn            | derde           | topic 428      topic 49       topic 245      topic 203      
derde           | echtgenote      | topic 203      topic 245      topic 153      topic 86       
echtgenote      | volgde          | topic 49       topic 245      topic 202      topic 265      
volgde          | een             | topic 49       topic 245      topic 347      topic 202      
een             | <UNK>           | topic 428      topic 245      topic 49       topic 347      
<UNK>           | in              | topic 49       topic 245      topic 347      topic 428      
in              | de              | topic 428      topic 49       topic 347      topic 245      
de              | Betty           | topic 428      topic 347      topic 203      topic 86       
Betty           | Ford            | topic 49       topic 245      topic 202      topic 347      
Ford            | kliniek         | topic 49       topic 428      topic 245      topic 347      
kliniek         | zwoer           | topic 49       topic 245      topic 428      topic 289      
zwoer           | de              | topic 49       topic 245      topic 202      topic 265      
de              | drank           | topic 428      topic 49       topic 245      topic 347      
drank           | af              | topic 49       topic 404      topic 245      topic 428      
af              | won             | topic 49       topic 428      topic 404      topic 289      
won             | de              | topic 49       topic 245      topic 202      topic 265      
de              | British         | topic 428      topic 245      topic 49       topic 347      
British         | Open            | topic 358      topic 49       topic 468      topic 347      
Open            | op              | topic 49       topic 428      topic 245      topic 347      
op              | de              | topic 428      topic 49       topic 245      topic 347      
de              | heilige         | topic 428      topic 245      topic 347      topic 49       
heilige         | Old             | topic 245      topic 428      topic 153      topic 49       
Old             | <UNK>           | topic 49       topic 245      topic 3        topic 347      
<UNK>           | van             | topic 49       topic 245      topic 428      topic 202      
van             | Saint           | topic 428      topic 49       topic 347      topic 245      
Saint           | Andrews         | topic 49       topic 202      topic 311      topic 415      
Andrews         | raakte          | topic 245      topic 49       topic 202      topic 265      
raakte          | weer            | topic 49       topic 245      topic 202      topic 428      
weer            | aan             | topic 428      topic 49       topic 245      topic 202      
aan             | de              | topic 49       topic 428      topic 245      topic 202      
de              | drank           | topic 428      topic 49       topic 245      topic 347      
drank           | gaf             | topic 245      topic 49       topic 404      topic 428      
gaf             | zijn            | topic 49       topic 245      topic 202      topic 347      
zijn            | tweede          | topic 428      topic 49       topic 245      topic 347      
tweede          | vrouw           | topic 428      topic 245      topic 49       topic 153      
vrouw           | een             | topic 245      topic 49       topic 202      topic 404      
een             | ongelukkige     | topic 428      topic 49       topic 245      topic 351      
ongelukkige     | slag            | topic 428      topic 245      topic 49       topic 2        
slag            | enzovoort       | topic 49       topic 404      topic 245      topic 202      
enzovoort       | enzovoort       | topic 404      topic 49       topic 289      topic 187      
enzovoort       | </s>            | topic 49       topic 404      topic 289      topic 245      
<s>             | dat             | topic 49       topic 245      topic 347      topic 202      
dat             | alles           | topic 49       topic 245      topic 347      topic 202      
alles           | was             | topic 49       topic 404      topic 289      topic 187      
was             | niets           | topic 49       topic 245      topic 202      topic 347      
niets           | vergeleken      | topic 49       topic 404      topic 187      topic 289      
vergeleken      | bij             | topic 49       topic 187      topic 242      topic 289      
bij             | wat             | topic 49       topic 347      topic 245      topic 202      
wat             | hem             | topic 49       topic 347      topic 245      topic 202      
hem             | overkwam        | topic 49       topic 289      topic 245      topic 404      
overkwam        | in              | topic 49       topic 202      topic 245      topic 347      
in              | de              | topic 49       topic 428      topic 245      topic 347      
de              | slotronde       | topic 428      topic 49       topic 347      topic 245      
slotronde       | van             | topic 49       topic 404      topic 245      topic 428      
van             | de              | topic 49       topic 245      topic 347      topic 428      
de              | US              | topic 428      topic 49       topic 245      topic 347      
US              | Open            | topic 358      topic 448      topic 468      topic 49       
Open            | op              | topic 245      topic 358      topic 49       topic 203      
op              | de              | topic 428      topic 49       topic 245      topic 347      
de              | achtste         | topic 428      topic 245      topic 86       topic 153      
achtste         | hole            | topic 153      topic 245      topic 2        topic 203      
hole            | van             | topic 245      topic 49       topic 289      topic 153      
van             | <UNK>           | topic 49       topic 245      topic 428      topic 202      
<UNK>           | </s>            | topic 49       topic 245      topic 428      topic 202      
<s>             | voor            | topic 49       topic 245      topic 428      topic 347      
voor            | </s>            | topic 49       topic 428      topic 245      topic 202      
<s>             | <UNK>           | topic 49       topic 245      topic 347      topic 428      
<UNK>           | meteen          | topic 49       topic 245      topic 428      topic 202      
meteen          | omgedoopt       | topic 428      topic 49       topic 245      topic 347      
omgedoopt       | tot             | topic 49       topic 245      topic 428      topic 202      
tot             | <UNK>           | topic 428      topic 245      topic 49       topic 202      
<UNK>           | </s>            | topic 49       topic 428      topic 245      topic 347      
<s>             | gelukkig        | topic 49       topic 428      topic 245      topic 347      
gelukkig        | ligt            | topic 49       topic 245      topic 428      topic 289      
ligt            | die             | topic 49       topic 245      topic 428      topic 347      
die             | achtste         | topic 49       topic 428      topic 245      topic 347      
achtste         | nogal           | topic 153      topic 245      topic 444      topic 2        
nogal           | ver             | topic 245      topic 153      topic 203      topic 428      
ver             | van             | topic 245      topic 289      topic 203      topic 49       
van             | het             | topic 49       topic 245      topic 428      topic 347      
het             | <UNK>           | topic 330      topic 245      topic 289      topic 203      
<UNK>           | of              | topic 49       topic 289      topic 245      topic 202      
of              | <UNK>           | topic 49       topic 245      topic 265      topic 289      
<UNK>           | had             | topic 49       topic 245      topic 202      topic 289      
had             | zijn            | topic 49       topic 245      topic 265      topic 202      
zijn            | clubs           | topic 245      topic 49       topic 428      topic 347      
clubs           | weggegooid      | topic 289      topic 245      topic 49       topic 404      
weggegooid      | en              | topic 289      topic 49       topic 245      topic 347      
en              | zich            | topic 49       topic 289      topic 347      topic 245      
zich            | terstond        | topic 289      topic 404      topic 49       topic 428      
terstond        | weer            | topic 49       topic 289      topic 245      topic 86       
weer            | in              | topic 49       topic 289      topic 245      topic 203      
in              | de              | topic 203      topic 49       topic 245      topic 428      
de              | alcohol         | topic 428      topic 203      topic 86       topic 347      
alcohol         | gestort         | topic 404      topic 289      topic 49       topic 245      
gestort         | </s>            | topic 289      topic 404      topic 187      topic 49       
<s>             | dat             | topic 49       topic 347      topic 245      topic 289      
dat             | had             | topic 49       topic 347      topic 245      topic 289      
had             | hij             | topic 49       topic 245      topic 265      topic 202      
hij             | twee            | topic 49       topic 245      topic 289      topic 428      
twee            | jaar            | topic 428      topic 245      topic 164      topic 296      
jaar            | eerder          | topic 428      topic 404      topic 245      topic 289      
eerder          | al              | topic 49       topic 245      topic 428      topic 289      
al              | eens            | topic 428      topic 49       topic 245      topic 289      
eens            | gedaan          | topic 428      topic 49       topic 245      topic 289      
gedaan          | op              | topic 49       topic 289      topic 404      topic 187      
op              | de              | topic 49       topic 428      topic 245      topic 347      
de              | US              | topic 428      topic 347      topic 203      topic 245      
US              | Open            | topic 358      topic 448      topic 468      topic 86       
Open            | toen            | topic 358      topic 245      topic 203      topic 86       
toen            | hij             | topic 49       topic 245      topic 265      topic 202      
hij             | na              | topic 245      topic 428      topic 289      topic 49       
na              | negen           | topic 428      topic 245      topic 49       topic 203      
negen           | holes           | topic 428      topic 245      topic 164      topic 296      
holes           | in              | topic 428      topic 245      topic 49       topic 404      
in              | de              | topic 428      topic 245      topic 49       topic 203      
de              | slotronde       | topic 428      topic 86       topic 245      topic 153      
slotronde       | het             | topic 245      topic 428      topic 404      topic 289      
het             | plotseling      | topic 245      topic 330      topic 289      topic 428      
plotseling      | op              | topic 428      topic 245      topic 289      topic 49       
op              | zijn            | topic 428      topic 245      topic 49       topic 347      
zijn            | heupen          | topic 428      topic 245      topic 49       topic 86       
heupen          | kreeg           | topic 404      topic 289      topic 245      topic 428      
