<s>             | dit             | topic 8        topic 39       topic 61       topic 25       
de              | achtste         | topic 8        topic 39       topic 61       topic 25       
achtste         | hole            | topic 8        topic 39       topic 61       topic 25       
hole            | op              | topic 8        topic 39       topic 61       topic 25       
op              | de              | topic 8        topic 39       topic 61       topic 25       
de              | baan            | topic 8        topic 39       topic 61       topic 25       
baan            | van             | topic 8        topic 39       topic 61       topic 25       
van             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | No              | topic 8        topic 39       topic 61       topic 25       
No              | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | een             | topic 8        topic 39       topic 61       topic 25       
een             | par             | topic 8        topic 39       topic 61       topic 25       
par             | vier            | topic 8        topic 39       topic 61       topic 25       
vier            | komma           | topic 8        topic 39       topic 61       topic 25       
komma           | en              | topic 8        topic 39       topic 61       topic 25       
en              | niet            | topic 8        topic 39       topic 61       topic 25       
niet            | eens            | topic 8        topic 39       topic 61       topic 25       
eens            | een             | topic 8        topic 39       topic 61       topic 25       
een             | moeilijke       | topic 8        topic 39       topic 61       topic 25       
moeilijke       | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | elf             | topic 8        topic 39       topic 61       topic 25       
elf             | slagen          | topic 8        topic 39       topic 61       topic 25       
slagen          | had             | topic 8        topic 39       topic 61       topic 25       
had             | hij             | topic 8        topic 39       topic 61       topic 25       
hij             | nodig           | topic 8        topic 39       topic 61       topic 25       
nodig           | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | elf             | topic 8        topic 39       topic 61       topic 25       
elf             | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | waaronder       | topic 8        topic 39       topic 61       topic 25       
waaronder       | twee            | topic 8        topic 39       topic 61       topic 25       
twee            | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | omdat           | topic 8        topic 39       topic 61       topic 25       
omdat           | hij             | topic 8        topic 39       topic 61       topic 25       
hij             | van             | topic 8        topic 39       topic 61       topic 25       
van             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | op              | topic 8        topic 39       topic 61       topic 25       
op              | een             | topic 8        topic 39       topic 61       topic 25       
een             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | bal             | topic 8        topic 39       topic 61       topic 25       
bal             | had             | topic 8        topic 39       topic 61       topic 25       
had             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | toen            | topic 8        topic 39       topic 61       topic 25       
toen            | hij             | topic 8        topic 39       topic 61       topic 25       
hij             | na              | topic 8        topic 39       topic 61       topic 25       
na              | zijn            | topic 8        topic 39       topic 61       topic 25       
zijn            | achtste         | topic 8        topic 39       topic 61       topic 25       
achtste         | shot            | topic 8        topic 39       topic 61       topic 25       
shot            | eindelijk       | topic 8        topic 39       topic 61       topic 25       
eindelijk       | op              | topic 8        topic 39       topic 61       topic 25       
op              | de              | topic 8        topic 39       topic 61       topic 25       
de              | green           | topic 8        topic 39       topic 61       topic 25       
green           | lag             | topic 8        topic 39       topic 61       topic 25       
lag             | waar            | topic 8        topic 39       topic 61       topic 25       
waar            | hij             | topic 8        topic 39       topic 61       topic 25       
hij             | met             | topic 8        topic 39       topic 61       topic 25       
met             | zijn            | topic 8        topic 39       topic 61       topic 25       
zijn            | tweede          | topic 8        topic 39       topic 61       topic 25       
tweede          | dwars           | topic 8        topic 39       topic 61       topic 25       
dwars           | doorheen        | topic 8        topic 39       topic 61       topic 25       
doorheen        | was             | topic 8        topic 39       topic 61       topic 25       
was             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | had             | topic 8        topic 39       topic 61       topic 25       
had             | hij             | topic 8        topic 39       topic 61       topic 25       
hij             | nog             | topic 8        topic 39       topic 61       topic 25       
nog             | eens            | topic 8        topic 39       topic 61       topic 25       
eens            | drie            | topic 8        topic 39       topic 61       topic 25       
drie            | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | nodig           | topic 8        topic 39       topic 61       topic 25       
nodig           | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | lezers          | topic 8        topic 39       topic 61       topic 25       
lezers          | van             | topic 8        topic 39       topic 61       topic 25       
van             | Knack           | topic 8        topic 39       topic 61       topic 25       
Knack           | kennen          | topic 8        topic 39       topic 61       topic 25       
kennen          | John            | topic 8        topic 39       topic 61       topic 25       
John            | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | wij             | topic 8        topic 39       topic 61       topic 25       
wij             | hebben          | topic 8        topic 39       topic 61       topic 25       
hebben          | u               | topic 8        topic 39       topic 61       topic 25       
u               | al              | topic 8        topic 39       topic 61       topic 25       
al              | meermaals       | topic 8        topic 39       topic 61       topic 25       
meermaals       | over            | topic 8        topic 39       topic 61       topic 25       
over            | hem             | topic 8        topic 39       topic 61       topic 25       
hem             | verteld         | topic 8        topic 39       topic 61       topic 25       
verteld         | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | een             | topic 8        topic 39       topic 61       topic 25       
een             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | buiten          | topic 8        topic 39       topic 61       topic 25       
buiten          | categorie       | topic 8        topic 39       topic 61       topic 25       
categorie       | die             | topic 8        topic 39       topic 61       topic 25       
die             | in              | topic 8        topic 39       topic 61       topic 25       
in              | negentien       | topic 8        topic 39       topic 61       topic 25       
negentien       | honderd         | topic 8        topic 39       topic 61       topic 25       
honderd         | één-en        | topic 8        topic 39       topic 61       topic 25       
één-en        | negentig        | topic 8        topic 39       topic 61       topic 25       
negentig        | door            | topic 8        topic 39       topic 61       topic 25       
door            | de              | topic 8        topic 39       topic 61       topic 25       
de              | vele            | topic 8        topic 39       topic 61       topic 25       
vele            | forfaits        | topic 8        topic 39       topic 61       topic 25       
forfaits        | per             | topic 8        topic 39       topic 61       topic 25       
per             | ongeluk         | topic 8        topic 39       topic 61       topic 25       
ongeluk         | in              | topic 8        topic 39       topic 61       topic 25       
in              | de              | topic 8        topic 39       topic 61       topic 25       
de              | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | van             | topic 8        topic 39       topic 61       topic 25       
van             | de              | topic 8        topic 39       topic 61       topic 25       
de              | US              | topic 8        topic 39       topic 61       topic 25       
US              | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | op              | topic 8        topic 39       topic 61       topic 25       
op              | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | geraakte        | topic 8        topic 39       topic 61       topic 25       
geraakte        | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | pas             | topic 8        topic 39       topic 61       topic 25       
pas             | in              | topic 8        topic 39       topic 61       topic 25       
in              | extremis        | topic 8        topic 39       topic 61       topic 25       
extremis        | opgeroepen      | topic 8        topic 39       topic 61       topic 25       
opgeroepen      | kwam            | topic 8        topic 39       topic 61       topic 25       
kwam            | net             | topic 8        topic 39       topic 61       topic 25       
net             | op              | topic 8        topic 39       topic 61       topic 25       
op              | tijd            | topic 8        topic 39       topic 61       topic 25       
tijd            | in              | topic 8        topic 39       topic 61       topic 25       
in              | Indianapolis    | topic 8        topic 39       topic 61       topic 25       
Indianapolis    | aan             | topic 8        topic 39       topic 61       topic 25       
aan             | om              | topic 8        topic 39       topic 61       topic 25       
om              | van             | topic 8        topic 39       topic 61       topic 25       
van             | start           | topic 8        topic 39       topic 61       topic 25       
start           | te              | topic 8        topic 39       topic 61       topic 25       
te              | kunnen          | topic 8        topic 39       topic 61       topic 25       
kunnen          | gaan            | topic 8        topic 39       topic 61       topic 25       
gaan            | in              | topic 8        topic 39       topic 61       topic 25       
in              | de              | topic 8        topic 39       topic 61       topic 25       
de              | eerste          | topic 8        topic 39       topic 61       topic 25       
eerste          | ronde           | topic 8        topic 39       topic 61       topic 25       
ronde           | moest           | topic 8        topic 39       topic 61       topic 25       
moest           | clubs           | topic 8        topic 39       topic 61       topic 25       
clubs           | en              | topic 8        topic 39       topic 61       topic 25       
en              | een             | topic 8        topic 39       topic 61       topic 25       
een             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | lenen           | topic 8        topic 39       topic 61       topic 25       
lenen           | en              | topic 8        topic 39       topic 61       topic 25       
en              | won             | topic 8        topic 39       topic 61       topic 25       
won             | tot             | topic 8        topic 39       topic 61       topic 25       
tot             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | verbijstering   | topic 8        topic 39       topic 61       topic 25       
verbijstering   | het             | topic 8        topic 39       topic 61       topic 25       
het             | toernooi        | topic 8        topic 39       topic 61       topic 25       
toernooi        | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | John            | topic 8        topic 39       topic 61       topic 25       
John            | wie             | topic 8        topic 39       topic 61       topic 25       
wie             | zonder          | topic 8        topic 39       topic 61       topic 25       
zonder          | zonde           | topic 8        topic 39       topic 61       topic 25       
zonde           | is              | topic 8        topic 39       topic 61       topic 25       
is              | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | de              | topic 8        topic 39       topic 61       topic 25       
de              | eerste          | topic 8        topic 39       topic 61       topic 25       
eerste          | steen           | topic 8        topic 39       topic 61       topic 25       
steen           | raakte          | topic 8        topic 39       topic 61       topic 25       
raakte          | daarna          | topic 8        topic 39       topic 61       topic 25       
daarna          | aan             | topic 8        topic 39       topic 61       topic 25       
aan             | de              | topic 8        topic 39       topic 61       topic 25       
de              | drank           | topic 8        topic 39       topic 61       topic 25       
drank           | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | hij             | topic 8        topic 39       topic 61       topic 25       
hij             | stelde          | topic 8        topic 39       topic 61       topic 25       
stelde          | zich            | topic 8        topic 39       topic 61       topic 25       
zich            | gewelddadig     | topic 8        topic 39       topic 61       topic 25       
gewelddadig     | op              | topic 8        topic 39       topic 61       topic 25       
op              | tegen           | topic 8        topic 39       topic 61       topic 25       
tegen           | zijn            | topic 8        topic 39       topic 61       topic 25       
zijn            | eerste          | topic 8        topic 39       topic 61       topic 25       
eerste          | vervolgens      | topic 8        topic 39       topic 61       topic 25       
vervolgens      | tegen           | topic 8        topic 39       topic 61       topic 25       
tegen           | zijn            | topic 8        topic 39       topic 61       topic 25       
zijn            | tweede          | topic 8        topic 39       topic 61       topic 25       
tweede          | en              | topic 8        topic 39       topic 61       topic 25       
en              | tenslotte       | topic 8        topic 39       topic 61       topic 25       
tenslotte       | tegen           | topic 8        topic 39       topic 61       topic 25       
tegen           | zijn            | topic 8        topic 39       topic 61       topic 25       
zijn            | derde           | topic 8        topic 39       topic 61       topic 25       
derde           | echtgenote      | topic 8        topic 39       topic 61       topic 25       
echtgenote      | volgde          | topic 8        topic 39       topic 61       topic 25       
volgde          | een             | topic 8        topic 39       topic 61       topic 25       
een             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | in              | topic 8        topic 39       topic 61       topic 25       
in              | de              | topic 8        topic 39       topic 61       topic 25       
de              | Betty           | topic 8        topic 39       topic 61       topic 25       
Betty           | Ford            | topic 8        topic 39       topic 61       topic 25       
Ford            | kliniek         | topic 8        topic 39       topic 61       topic 25       
kliniek         | zwoer           | topic 8        topic 39       topic 61       topic 25       
zwoer           | de              | topic 8        topic 39       topic 61       topic 25       
de              | drank           | topic 8        topic 39       topic 61       topic 25       
drank           | af              | topic 8        topic 39       topic 61       topic 25       
af              | won             | topic 8        topic 39       topic 61       topic 25       
won             | de              | topic 8        topic 39       topic 61       topic 25       
de              | British         | topic 8        topic 39       topic 61       topic 25       
British         | Open            | topic 8        topic 39       topic 61       topic 25       
Open            | op              | topic 8        topic 39       topic 61       topic 25       
op              | de              | topic 8        topic 39       topic 61       topic 25       
de              | heilige         | topic 8        topic 39       topic 61       topic 25       
heilige         | Old             | topic 8        topic 39       topic 61       topic 25       
Old             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | van             | topic 8        topic 39       topic 61       topic 25       
van             | Saint           | topic 8        topic 39       topic 61       topic 25       
Saint           | Andrews         | topic 8        topic 39       topic 61       topic 25       
Andrews         | raakte          | topic 8        topic 39       topic 61       topic 25       
raakte          | weer            | topic 8        topic 39       topic 61       topic 25       
weer            | aan             | topic 8        topic 39       topic 61       topic 25       
aan             | de              | topic 8        topic 39       topic 61       topic 25       
de              | drank           | topic 8        topic 39       topic 61       topic 25       
drank           | gaf             | topic 8        topic 39       topic 61       topic 25       
gaf             | zijn            | topic 8        topic 39       topic 61       topic 25       
zijn            | tweede          | topic 8        topic 39       topic 61       topic 25       
tweede          | vrouw           | topic 8        topic 39       topic 61       topic 25       
vrouw           | een             | topic 8        topic 39       topic 61       topic 25       
een             | ongelukkige     | topic 8        topic 39       topic 61       topic 25       
ongelukkige     | slag            | topic 8        topic 39       topic 61       topic 25       
slag            | enzovoort       | topic 8        topic 39       topic 61       topic 25       
enzovoort       | enzovoort       | topic 8        topic 39       topic 61       topic 25       
enzovoort       | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | dat             | topic 8        topic 39       topic 61       topic 25       
dat             | alles           | topic 8        topic 39       topic 61       topic 25       
alles           | was             | topic 8        topic 39       topic 61       topic 25       
was             | niets           | topic 8        topic 39       topic 61       topic 25       
niets           | vergeleken      | topic 8        topic 39       topic 61       topic 25       
vergeleken      | bij             | topic 8        topic 39       topic 61       topic 25       
bij             | wat             | topic 8        topic 39       topic 61       topic 25       
wat             | hem             | topic 8        topic 39       topic 61       topic 25       
hem             | overkwam        | topic 8        topic 39       topic 61       topic 25       
overkwam        | in              | topic 8        topic 39       topic 61       topic 25       
in              | de              | topic 8        topic 39       topic 61       topic 25       
de              | slotronde       | topic 8        topic 39       topic 61       topic 25       
slotronde       | van             | topic 8        topic 39       topic 61       topic 25       
van             | de              | topic 8        topic 39       topic 61       topic 25       
de              | US              | topic 8        topic 39       topic 61       topic 25       
US              | Open            | topic 8        topic 39       topic 61       topic 25       
Open            | op              | topic 8        topic 39       topic 61       topic 25       
op              | de              | topic 8        topic 39       topic 61       topic 25       
de              | achtste         | topic 8        topic 39       topic 61       topic 25       
achtste         | hole            | topic 8        topic 39       topic 61       topic 25       
hole            | van             | topic 8        topic 39       topic 61       topic 25       
van             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | voor            | topic 8        topic 39       topic 61       topic 25       
voor            | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | meteen          | topic 8        topic 39       topic 61       topic 25       
meteen          | omgedoopt       | topic 8        topic 39       topic 61       topic 25       
omgedoopt       | tot             | topic 8        topic 39       topic 61       topic 25       
tot             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | gelukkig        | topic 8        topic 39       topic 61       topic 25       
gelukkig        | ligt            | topic 8        topic 39       topic 61       topic 25       
ligt            | die             | topic 8        topic 39       topic 61       topic 25       
die             | achtste         | topic 8        topic 39       topic 61       topic 25       
achtste         | nogal           | topic 8        topic 39       topic 61       topic 25       
nogal           | ver             | topic 8        topic 39       topic 61       topic 25       
ver             | van             | topic 8        topic 39       topic 61       topic 25       
van             | het             | topic 8        topic 39       topic 61       topic 25       
het             | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | of              | topic 8        topic 39       topic 61       topic 25       
of              | <UNK>           | topic 8        topic 39       topic 61       topic 25       
<UNK>           | had             | topic 8        topic 39       topic 61       topic 25       
had             | zijn            | topic 8        topic 39       topic 61       topic 25       
zijn            | clubs           | topic 8        topic 39       topic 61       topic 25       
clubs           | weggegooid      | topic 8        topic 39       topic 61       topic 25       
weggegooid      | en              | topic 8        topic 39       topic 61       topic 25       
en              | zich            | topic 8        topic 39       topic 61       topic 25       
zich            | terstond        | topic 8        topic 39       topic 61       topic 25       
terstond        | weer            | topic 8        topic 39       topic 61       topic 25       
weer            | in              | topic 8        topic 39       topic 61       topic 25       
in              | de              | topic 8        topic 39       topic 61       topic 25       
de              | alcohol         | topic 8        topic 39       topic 61       topic 25       
alcohol         | gestort         | topic 8        topic 39       topic 61       topic 25       
gestort         | </s>            | topic 8        topic 39       topic 61       topic 25       
<s>             | dat             | topic 8        topic 39       topic 61       topic 25       
dat             | had             | topic 8        topic 39       topic 61       topic 25       
had             | hij             | topic 8        topic 39       topic 61       topic 25       
hij             | twee            | topic 8        topic 39       topic 61       topic 25       
twee            | jaar            | topic 8        topic 39       topic 61       topic 25       
jaar            | eerder          | topic 8        topic 39       topic 61       topic 25       
eerder          | al              | topic 8        topic 39       topic 61       topic 25       
al              | eens            | topic 8        topic 39       topic 61       topic 25       
eens            | gedaan          | topic 8        topic 39       topic 61       topic 25       
gedaan          | op              | topic 8        topic 39       topic 61       topic 25       
op              | de              | topic 8        topic 39       topic 61       topic 25       
de              | US              | topic 8        topic 39       topic 61       topic 25       
US              | Open            | topic 8        topic 39       topic 61       topic 25       
Open            | toen            | topic 8        topic 39       topic 61       topic 25       
toen            | hij             | topic 8        topic 39       topic 61       topic 25       
hij             | na              | topic 8        topic 39       topic 61       topic 25       
na              | negen           | topic 8        topic 39       topic 61       topic 25       
negen           | holes           | topic 8        topic 39       topic 61       topic 25       
holes           | in              | topic 8        topic 39       topic 61       topic 25       
in              | de              | topic 8        topic 39       topic 61       topic 25       
de              | slotronde       | topic 8        topic 39       topic 61       topic 25       
slotronde       | het             | topic 8        topic 39       topic 61       topic 25       
het             | plotseling      | topic 8        topic 39       topic 61       topic 25       
plotseling      | op              | topic 8        topic 39       topic 61       topic 25       
op              | zijn            | topic 8        topic 39       topic 61       topic 25       
zijn            | heupen          | topic 8        topic 39       topic 61       topic 25       
heupen          | kreeg           | topic 8        topic 39       topic 61       topic 25       
