<s>             | dit             | topic 56       topic 37       topic 34       topic 60       
misser          | </s>            | topic 34       topic 63       topic 56       topic 37       
<s>             | een             | topic 56       topic 37       topic 34       topic 46       
een             | double          | topic 56       topic 37       topic 61       topic 48       
double          | <UNK>           | topic 37       topic 56       topic 63       topic 48       
<UNK>           | ja              | topic 37       topic 34       topic 56       topic 63       
ja              | </s>            | topic 63       topic 37       topic 56       topic 61       
<s>             | twee            | topic 56       topic 37       topic 34       topic 46       
twee            | boven           | topic 48       topic 37       topic 56       topic 61       
boven           | paragraaf       | topic 37       topic 34       topic 56       topic 63       
paragraaf       | </s>            | topic 63       topic 37       topic 56       topic 34       
<s>             | courante        | topic 56       topic 37       topic 34       topic 60       
courante        | praktijk        | topic 56       topic 37       topic 48       topic 61       
praktijk        | voor            | topic 37       topic 56       topic 63       topic 34       
voor            | een             | topic 37       topic 34       topic 56       topic 63       
een             | amateur         | topic 56       topic 61       topic 37       topic 48       
amateur         | voor            | topic 63       topic 56       topic 2        topic 37       
voor            | een             | topic 37       topic 34       topic 56       topic 63       
een             | professional    | topic 56       topic 61       topic 37       topic 48       
professional    | een             | topic 63       topic 34       topic 2        topic 37       
een             | catastrofe      | topic 56       topic 37       topic 61       topic 48       
catastrofe      | </s>            | topic 63       topic 34       topic 60       topic 56       
<s>             | een             | topic 56       topic 37       topic 34       topic 60       
een             | triple          | topic 56       topic 37       topic 61       topic 48       
triple          | <UNK>           | topic 37       topic 63       topic 56       topic 34       
<UNK>           | daarvan         | topic 37       topic 56       topic 63       topic 34       
daarvan         | wordt           | topic 37       topic 56       topic 63       topic 48       
wordt           | een             | topic 34       topic 56       topic 63       topic 37       
een             | amateur         | topic 56       topic 61       topic 48       topic 37       
amateur         | zeer            | topic 63       topic 56       topic 37       topic 2        
zeer            | <UNK>           | topic 56       topic 61       topic 48       topic 63       
<UNK>           | een             | topic 63       topic 2        topic 56       topic 34       
een             | professional    | topic 56       topic 37       topic 61       topic 48       
professional    | die             | topic 63       topic 56       topic 34       topic 37       
die             | het             | topic 56       topic 37       topic 34       topic 60       
het             | overkomt        | topic 56       topic 48       topic 37       topic 61       
overkomt        | levert          | topic 63       topic 34       topic 37       topic 56       
levert          | zijn            | topic 63       topic 56       topic 34       topic 37       
zijn            | clubs           | topic 63       topic 56       topic 37       topic 61       
clubs           | in              | topic 63       topic 56       topic 2        topic 37       
in              | </s>            | topic 37       topic 34       topic 56       topic 28       
<s>             | met             | topic 37       topic 56       topic 34       topic 60       
met             | <UNK>           | topic 34       topic 37       topic 56       topic 48       
<UNK>           | boven           | topic 37       topic 63       topic 56       topic 2        
boven           | par             | topic 37       topic 34       topic 56       topic 48       
par             | zijn            | topic 37       topic 56       topic 63       topic 2        
zijn            | we              | topic 56       topic 37       topic 48       topic 63       
we              | bij             | topic 56       topic 34       topic 37       topic 61       
bij             | <UNK>           | topic 37       topic 34       topic 56       topic 63       
<UNK>           | </s>            | topic 63       topic 56       topic 34       topic 37       
<s>             | schijnt         | topic 56       topic 37       topic 34       topic 60       
schijnt         | één           | topic 37       topic 56       topic 48       topic 63       
één           | keer            | topic 56       topic 48       topic 37       topic 63       
keer            | per             | topic 56       topic 34       topic 37       topic 63       
per             | halve           | topic 63       topic 37       topic 20       topic 28       
halve           | eeuw            | topic 48       topic 61       topic 56       topic 63       
eeuw            | voor            | topic 63       topic 56       topic 37       topic 2        
voor            | te              | topic 37       topic 34       topic 56       topic 63       
te              | komen           | topic 61       topic 56       topic 48       topic 31       
komen           | in              | topic 63       topic 2        topic 56       topic 34       
in              | het             | topic 37       topic 34       topic 56       topic 28       
het             | professionele   | topic 56       topic 48       topic 37       topic 61       
professionele   | golf            | topic 48       topic 56       topic 61       topic 63       
golf            | maar            | topic 34       topic 63       topic 60       topic 37       
maar            | niemand         | topic 56       topic 34       topic 37       topic 60       
niemand         | weet            | topic 63       topic 56       topic 37       topic 34       
weet            | waar            | topic 61       topic 56       topic 37       topic 63       
waar            | </s>            | topic 37       topic 34       topic 56       topic 63       
<s>             | bij             | topic 56       topic 37       topic 34       topic 46       
bij             | analogie        | topic 37       topic 34       topic 56       topic 61       
analogie        | moet            | topic 37       topic 34       topic 56       topic 63       
moet            | vijf            | topic 37       topic 34       topic 56       topic 61       
vijf            | boven           | topic 48       topic 63       topic 37       topic 56       
boven           | par             | topic 37       topic 34       topic 56       topic 48       
par             | dan             | topic 37       topic 63       topic 56       topic 48       
dan             | een             | topic 56       topic 37       topic 34       topic 48       
een             | <UNK>           | topic 56       topic 61       topic 37       topic 48       
<UNK>           | <UNK>           | topic 34       topic 63       topic 56       topic 37       
<UNK>           | zijn            | topic 63       topic 56       topic 37       topic 34       
zijn            | </s>            | topic 63       topic 56       topic 37       topic 61       
<s>             | nooit           | topic 56       topic 37       topic 34       topic 60       
nooit           | tegengekomen    | topic 56       topic 37       topic 61       topic 48       
tegengekomen    | in              | topic 37       topic 63       topic 56       topic 61       
in              | de              | topic 37       topic 34       topic 56       topic 28       
de              | vakliteratuur   | topic 56       topic 61       topic 48       topic 37       
vakliteratuur   | </s>            | topic 34       topic 63       topic 37       topic 56       
<s>             | zes             | topic 56       topic 37       topic 34       topic 60       
zes             | zou             | topic 48       topic 37       topic 56       topic 63       
zou             | <UNK>           | topic 34       topic 56       topic 37       topic 63       
<UNK>           | kunnen          | topic 63       topic 37       topic 56       topic 34       
kunnen          | zijn            | topic 56       topic 34       topic 37       topic 61       
zijn            | al              | topic 63       topic 56       topic 61       topic 37       
al              | doet            | topic 63       topic 56       topic 34       topic 37       
doet            | dat             | topic 63       topic 34       topic 56       topic 37       
dat             | meer            | topic 37       topic 34       topic 56       topic 46       
meer            | denken          | topic 63       topic 56       topic 37       topic 48       
denken          | aan             | topic 56       topic 63       topic 61       topic 37       
aan             | een             | topic 37       topic 34       topic 63       topic 56       
een             | goedkope        | topic 56       topic 61       topic 37       topic 48       
goedkope        | gore            | topic 48       topic 56       topic 61       topic 37       
gore            | tent            | topic 63       topic 37       topic 56       topic 61       
tent            | in              | topic 63       topic 2        topic 60       topic 56       
in              | Soho            | topic 37       topic 34       topic 56       topic 28       
Soho            | </s>            | topic 63       topic 2        topic 34       topic 37       
<s>             | en              | topic 56       topic 37       topic 34       topic 60       
en              | dan             | topic 56       topic 37       topic 34       topic 61       
dan             | zijn            | topic 37       topic 56       topic 34       topic 48       
zijn            | we              | topic 56       topic 37       topic 34       topic 61       
we              | er              | topic 56       topic 34       topic 37       topic 61       
er              | </s>            | topic 56       topic 34       topic 37       topic 26       
<s>             | John            | topic 56       topic 37       topic 34       topic 60       
John            | <UNK>           | topic 37       topic 48       topic 56       topic 63       
<UNK>           | op              | topic 37       topic 63       topic 56       topic 34       
op              | de              | topic 37       topic 34       topic 56       topic 63       
de              | US              | topic 56       topic 61       topic 48       topic 37       
US              | Open            | topic 37       topic 34       topic 56       topic 61       
Open            | van             | topic 63       topic 37       topic 56       topic 2        
van             | dit             | topic 37       topic 34       topic 56       topic 48       
dit             | jaar            | topic 37       topic 48       topic 49       topic 56       
jaar            | </s>            | topic 63       topic 56       topic 37       topic 34       
<s>             | de              | topic 56       topic 37       topic 34       topic 60       
de              | achtste         | topic 56       topic 61       topic 48       topic 37       
achtste         | hole            | topic 48       topic 56       topic 49       topic 2        
hole            | op              | topic 34       topic 37       topic 56       topic 63       
op              | de              | topic 37       topic 34       topic 56       topic 63       
de              | baan            | topic 56       topic 61       topic 48       topic 37       
baan            | van             | topic 63       topic 34       topic 37       topic 56       
van             | <UNK>           | topic 37       topic 34       topic 56       topic 61       
<UNK>           | No              | topic 63       topic 37       topic 2        topic 56       
No              | </s>            | topic 37       topic 56       topic 63       topic 48       
<s>             | een             | topic 56       topic 37       topic 34       topic 60       
een             | par             | topic 56       topic 37       topic 61       topic 48       
par             | vier            | topic 37       topic 34       topic 56       topic 63       
vier            | komma           | topic 48       topic 37       topic 56       topic 63       
komma           | en              | topic 48       topic 56       topic 34       topic 37       
en              | niet            | topic 56       topic 48       topic 34       topic 37       
niet            | eens            | topic 56       topic 61       topic 63       topic 28       
eens            | een             | topic 56       topic 37       topic 34       topic 63       
een             | moeilijke       | topic 56       topic 61       topic 37       topic 48       
moeilijke       | </s>            | topic 61       topic 48       topic 56       topic 28       
<s>             | elf             | topic 56       topic 37       topic 34       topic 60       
elf             | slagen          | topic 48       topic 56       topic 61       topic 37       
slagen          | had             | topic 63       topic 56       topic 34       topic 37       
had             | hij             | topic 34       topic 56       topic 37       topic 63       
hij             | nodig           | topic 34       topic 56       topic 60       topic 37       
nodig           | </s>            | topic 63       topic 10       topic 27       topic 34       
<s>             | elf             | topic 37       topic 56       topic 34       topic 60       
elf             | </s>            | topic 56       topic 48       topic 61       topic 37       
<s>             | waaronder       | topic 37       topic 56       topic 34       topic 60       
waaronder       | twee            | topic 37       topic 34       topic 56       topic 48       
twee            | <UNK>           | topic 48       topic 37       topic 56       topic 61       
<UNK>           | omdat           | topic 63       topic 34       topic 2        topic 56       
omdat           | hij             | topic 37       topic 34       topic 56       topic 46       
hij             | van             | topic 34       topic 56       topic 37       topic 60       
van             | <UNK>           | topic 37       topic 34       topic 56       topic 48       
<UNK>           | op              | topic 56       topic 37       topic 63       topic 34       
op              | een             | topic 37       topic 34       topic 56       topic 63       
een             | <UNK>           | topic 56       topic 61       topic 37       topic 48       
<UNK>           | bal             | topic 34       topic 56       topic 63       topic 37       
bal             | had             | topic 56       topic 63       topic 37       topic 2        
had             | <UNK>           | topic 63       topic 56       topic 37       topic 34       
<UNK>           | </s>            | topic 63       topic 34       topic 56       topic 37       
<s>             | toen            | topic 37       topic 56       topic 34       topic 60       
toen            | hij             | topic 37       topic 56       topic 34       topic 61       
hij             | na              | topic 34       topic 37       topic 56       topic 60       
na              | zijn            | topic 37       topic 34       topic 56       topic 48       
zijn            | achtste         | topic 56       topic 61       topic 37       topic 48       
achtste         | shot            | topic 48       topic 56       topic 61       topic 37       
shot            | eindelijk       | topic 37       topic 56       topic 63       topic 34       
eindelijk       | op              | topic 56       topic 37       topic 34       topic 61       
op              | de              | topic 37       topic 34       topic 56       topic 63       
de              | green           | topic 56       topic 61       topic 48       topic 37       
green           | lag             | topic 56       topic 34       topic 37       topic 63       
lag             | waar            | topic 34       topic 56       topic 63       topic 37       
waar            | hij             | topic 37       topic 34       topic 56       topic 46       
hij             | met             | topic 56       topic 34       topic 37       topic 60       
met             | zijn            | topic 37       topic 34       topic 56       topic 48       
zijn            | tweede          | topic 56       topic 61       topic 48       topic 37       
tweede          | dwars           | topic 61       topic 48       topic 56       topic 28       
dwars           | doorheen        | topic 34       topic 63       topic 37       topic 56       
doorheen        | was             | topic 37       topic 34       topic 63       topic 56       
was             | <UNK>           | topic 63       topic 34       topic 56       topic 37       
<UNK>           | had             | topic 63       topic 34       topic 2        topic 56       
had             | hij             | topic 63       topic 34       topic 37       topic 56       
hij             | nog             | topic 63       topic 34       topic 56       topic 37       
nog             | eens            | topic 56       topic 34       topic 26       topic 61       
eens            | drie            | topic 56       topic 34       topic 37       topic 63       
drie            | <UNK>           | topic 48       topic 56       topic 63       topic 61       
<UNK>           | nodig           | topic 63       topic 56       topic 37       topic 34       
nodig           | </s>            | topic 63       topic 10       topic 27       topic 37       
<s>             | lezers          | topic 56       topic 37       topic 34       topic 60       
lezers          | van             | topic 37       topic 63       topic 34       topic 56       
van             | Knack           | topic 37       topic 34       topic 56       topic 48       
Knack           | kennen          | topic 63       topic 37       topic 2        topic 56       
kennen          | John            | topic 63       topic 37       topic 56       topic 2        
John            | <UNK>           | topic 37       topic 56       topic 34       topic 48       
<UNK>           | wij             | topic 63       topic 2        topic 34       topic 37       
wij             | hebben          | topic 56       topic 61       topic 37       topic 63       
hebben          | u               | topic 34       topic 63       topic 56       topic 37       
u               | al              | topic 34       topic 56       topic 63       topic 37       
al              | meermaals       | topic 56       topic 63       topic 34       topic 37       
meermaals       | over            | topic 56       topic 63       topic 37       topic 34       
over            | hem             | topic 37       topic 34       topic 63       topic 56       
hem             | verteld         | topic 56       topic 63       topic 34       topic 37       
verteld         | </s>            | topic 63       topic 56       topic 2        topic 37       
<s>             | een             | topic 56       topic 37       topic 34       topic 60       
een             | <UNK>           | topic 56       topic 37       topic 61       topic 48       
<UNK>           | buiten          | topic 37       topic 34       topic 63       topic 56       
buiten          | categorie       | topic 37       topic 34       topic 56       topic 61       
categorie       | die             | topic 37       topic 63       topic 56       topic 48       
die             | in              | topic 56       topic 37       topic 34       topic 48       
in              | negentien       | topic 37       topic 34       topic 56       topic 28       
negentien       | honderd         | topic 48       topic 53       topic 61       topic 37       
honderd         | één-en        | topic 48       topic 59       topic 55       topic 50       
één-en        | negentig        | topic 2        topic 23       topic 13       topic 56       
negentig        | door            | topic 56       topic 37       topic 63       topic 2        
door            | de              | topic 37       topic 34       topic 56       topic 48       
de              | vele            | topic 56       topic 61       topic 48       topic 37       
vele            | forfaits        | topic 37       topic 56       topic 61       topic 48       
forfaits        | per             | topic 34       topic 37       topic 56       topic 63       
per             | ongeluk         | topic 63       topic 37       topic 20       topic 28       
ongeluk         | in              | topic 63       topic 37       topic 56       topic 34       
in              | de              | topic 37       topic 34       topic 56       topic 28       
de              | <UNK>           | topic 56       topic 61       topic 48       topic 28       
<UNK>           | van             | topic 34       topic 63       topic 37       topic 56       
van             | de              | topic 37       topic 34       topic 56       topic 48       
de              | US              | topic 56       topic 61       topic 48       topic 37       
US              | <UNK>           | topic 37       topic 56       topic 34       topic 61       
<UNK>           | op              | topic 63       topic 34       topic 56       topic 37       
op              | <UNK>           | topic 37       topic 34       topic 56       topic 63       
<UNK>           | <UNK>           | topic 63       topic 34       topic 2        topic 56       
<UNK>           | geraakte        | topic 63       topic 2        topic 34       topic 56       
geraakte        | </s>            | topic 63       topic 56       topic 2        topic 60       
<s>             | <UNK>           | topic 56       topic 37       topic 34       topic 60       
<UNK>           | pas             | topic 37       topic 63       topic 56       topic 34       
pas             | in              | topic 56       topic 60       topic 37       topic 34       
in              | extremis        | topic 37       topic 34       topic 56       topic 28       
extremis        | opgeroepen      | topic 56       topic 37       topic 34       topic 63       
opgeroepen      | kwam            | topic 63       topic 37       topic 34       topic 56       
kwam            | net             | topic 34       topic 56       topic 37       topic 63       
net             | op              | topic 56       topic 26       topic 34       topic 37       
op              | tijd            | topic 34       topic 37       topic 56       topic 63       
tijd            | in              | topic 56       topic 63       topic 34       topic 10       
in              | Indianapolis    | topic 37       topic 34       topic 56       topic 28       
Indianapolis    | aan             | topic 63       topic 34       topic 2        topic 56       
aan             | om              | topic 37       topic 34       topic 56       topic 63       
om              | van             | topic 34       topic 37       topic 56       topic 48       
van             | start           | topic 37       topic 34       topic 56       topic 48       
start           | te              | topic 63       topic 56       topic 34       topic 60       
te              | kunnen          | topic 56       topic 61       topic 31       topic 48       
kunnen          | gaan            | topic 63       topic 56       topic 37       topic 61       
gaan            | in              | topic 63       topic 34       topic 56       topic 37       
in              | de              | topic 37       topic 34       topic 56       topic 28       
de              | eerste          | topic 56       topic 61       topic 48       topic 28       
eerste          | ronde           | topic 56       topic 63       topic 61       topic 48       
ronde           | moest           | topic 63       topic 34       topic 37       topic 56       
moest           | clubs           | topic 34       topic 37       topic 63       topic 56       
clubs           | en              | topic 63       topic 34       topic 56       topic 37       
en              | een             | topic 56       topic 37       topic 34       topic 61       
een             | <UNK>           | topic 56       topic 61       topic 48       topic 37       
<UNK>           | lenen           | topic 34       topic 63       topic 56       topic 37       
lenen           | en              | topic 63       topic 34       topic 56       topic 37       
en              | won             | topic 37       topic 56       topic 34       topic 61       
won             | tot             | topic 63       topic 56       topic 34       topic 37       
tot             | <UNK>           | topic 34       topic 56       topic 37       topic 48       
<UNK>           | verbijstering   | topic 63       topic 34       topic 56       topic 37       
verbijstering   | het             | topic 63       topic 34       topic 60       topic 56       
het             | toernooi        | topic 56       topic 37       topic 48       topic 61       
toernooi        | </s>            | topic 34       topic 63       topic 60       topic 56       
<s>             | John            | topic 37       topic 56       topic 34       topic 60       
John            | wie             | topic 37       topic 48       topic 56       topic 61       
wie             | zonder          | topic 37       topic 34       topic 56       topic 60       
zonder          | zonde           | topic 56       topic 61       topic 37       topic 48       
zonde           | is              | topic 37       topic 63       topic 56       topic 61       
is              | <UNK>           | topic 34       topic 56       topic 37       topic 63       
<UNK>           | de              | topic 63       topic 34       topic 56       topic 37       
de              | eerste          | topic 56       topic 48       topic 61       topic 37       
eerste          | steen           | topic 56       topic 61       topic 48       topic 28       
steen           | raakte          | topic 63       topic 34       topic 2        topic 56       
raakte          | daarna          | topic 63       topic 56       topic 34       topic 60       
daarna          | aan             | topic 56       topic 63       topic 34       topic 37       
aan             | de              | topic 37       topic 34       topic 56       topic 63       
de              | drank           | topic 56       topic 61       topic 48       topic 37       
drank           | </s>            | topic 63       topic 2        topic 56       topic 60       
<s>             | hij             | topic 56       topic 37       topic 34       topic 60       
hij             | stelde          | topic 37       topic 56       topic 48       topic 27       
stelde          | zich            | topic 56       topic 37       topic 34       topic 61       
zich            | gewelddadig     | topic 56       topic 34       topic 60       topic 37       
gewelddadig     | op              | topic 56       topic 37       topic 63       topic 60       
op              | tegen           | topic 37       topic 34       topic 56       topic 63       
tegen           | zijn            | topic 37       topic 34       topic 56       topic 61       
zijn            | eerste          | topic 56       topic 63       topic 61       topic 48       
eerste          | vervolgens      | topic 56       topic 48       topic 61       topic 63       
vervolgens      | tegen           | topic 34       topic 56       topic 63       topic 37       
tegen           | zijn            | topic 37       topic 34       topic 56       topic 48       
zijn            | tweede          | topic 63       topic 56       topic 61       topic 37       
tweede          | en              | topic 56       topic 61       topic 48       topic 63       
en              | tenslotte       | topic 56       topic 37       topic 34       topic 61       
tenslotte       | tegen           | topic 63       topic 37       topic 56       topic 34       
tegen           | zijn            | topic 37       topic 34       topic 56       topic 63       
zijn            | derde           | topic 63       topic 56       topic 61       topic 48       
derde           | echtgenote      | topic 63       topic 56       topic 34       topic 48       
echtgenote      | volgde          | topic 63       topic 34       topic 37       topic 56       
volgde          | een             | topic 63       topic 34       topic 56       topic 60       
een             | <UNK>           | topic 56       topic 37       topic 61       topic 48       
<UNK>           | in              | topic 63       topic 34       topic 56       topic 60       
in              | de              | topic 37       topic 34       topic 56       topic 28       
de              | Betty           | topic 56       topic 61       topic 48       topic 28       
Betty           | Ford            | topic 63       topic 34       topic 56       topic 37       
Ford            | kliniek         | topic 63       topic 2        topic 56       topic 60       
kliniek         | zwoer           | topic 63       topic 2        topic 60       topic 34       
zwoer           | de              | topic 63       topic 2        topic 56       topic 60       
de              | drank           | topic 56       topic 48       topic 61       topic 37       
drank           | af              | topic 2        topic 63       topic 56       topic 60       
af              | won             | topic 63       topic 2        topic 56       topic 60       
won             | de              | topic 63       topic 2        topic 60       topic 56       
de              | British         | topic 56       topic 61       topic 48       topic 37       
British         | Open            | topic 48       topic 56       topic 61       topic 37       
Open            | op              | topic 63       topic 2        topic 56       topic 60       
op              | de              | topic 37       topic 34       topic 63       topic 56       
de              | heilige         | topic 56       topic 61       topic 48       topic 28       
heilige         | Old             | topic 56       topic 63       topic 61       topic 48       
Old             | <UNK>           | topic 63       topic 37       topic 56       topic 34       
<UNK>           | van             | topic 63       topic 34       topic 2        topic 60       
van             | Saint           | topic 37       topic 34       topic 56       topic 48       
Saint           | Andrews         | topic 63       topic 56       topic 37       topic 34       
Andrews         | raakte          | topic 63       topic 2        topic 56       topic 37       
raakte          | weer            | topic 63       topic 56       topic 60       topic 34       
weer            | aan             | topic 63       topic 56       topic 60       topic 34       
aan             | de              | topic 37       topic 34       topic 63       topic 56       
de              | drank           | topic 56       topic 61       topic 48       topic 37       
drank           | gaf             | topic 63       topic 2        topic 60       topic 56       
gaf             | zijn            | topic 63       topic 56       topic 34       topic 37       
zijn            | tweede          | topic 63       topic 56       topic 37       topic 34       
tweede          | vrouw           | topic 56       topic 61       topic 48       topic 28       
vrouw           | een             | topic 63       topic 2        topic 60       topic 56       
een             | ongelukkige     | topic 56       topic 37       topic 61       topic 48       
ongelukkige     | slag            | topic 56       topic 61       topic 48       topic 37       
slag            | enzovoort       | topic 63       topic 60       topic 56       topic 10       
enzovoort       | enzovoort       | topic 63       topic 2        topic 10       topic 27       
enzovoort       | </s>            | topic 63       topic 2        topic 10       topic 27       
<s>             | dat             | topic 37       topic 56       topic 34       topic 60       
dat             | alles           | topic 37       topic 56       topic 48       topic 34       
alles           | was             | topic 56       topic 37       topic 61       topic 34       
was             | niets           | topic 56       topic 34       topic 37       topic 63       
niets           | vergeleken      | topic 61       topic 56       topic 37       topic 63       
vergeleken      | bij             | topic 37       topic 63       topic 56       topic 61       
bij             | wat             | topic 37       topic 34       topic 56       topic 63       
wat             | hem             | topic 37       topic 56       topic 34       topic 61       
hem             | overkwam        | topic 56       topic 63       topic 37       topic 34       
overkwam        | in              | topic 63       topic 56       topic 37       topic 2        
in              | de              | topic 37       topic 34       topic 56       topic 28       
de              | slotronde       | topic 56       topic 61       topic 48       topic 28       
slotronde       | van             | topic 34       topic 63       topic 60       topic 56       
van             | de              | topic 37       topic 34       topic 56       topic 48       
de              | US              | topic 56       topic 61       topic 48       topic 37       
US              | Open            | topic 37       topic 63       topic 34       topic 56       
Open            | op              | topic 63       topic 2        topic 56       topic 37       
op              | de              | topic 37       topic 34       topic 63       topic 56       
de              | achtste         | topic 56       topic 61       topic 48       topic 28       
achtste         | hole            | topic 63       topic 2        topic 48       topic 32       
hole            | van             | topic 63       topic 34       topic 2        topic 60       
van             | <UNK>           | topic 37       topic 34       topic 56       topic 48       
<UNK>           | </s>            | topic 63       topic 2        topic 34       topic 60       
<s>             | voor            | topic 37       topic 56       topic 34       topic 60       
voor            | </s>            | topic 37       topic 34       topic 56       topic 61       
<s>             | <UNK>           | topic 37       topic 56       topic 34       topic 60       
<UNK>           | meteen          | topic 37       topic 63       topic 56       topic 48       
meteen          | omgedoopt       | topic 34       topic 56       topic 37       topic 60       
omgedoopt       | tot             | topic 63       topic 37       topic 56       topic 34       
tot             | <UNK>           | topic 34       topic 56       topic 37       topic 48       
<UNK>           | </s>            | topic 63       topic 34       topic 2        topic 56       
<s>             | gelukkig        | topic 56       topic 37       topic 34       topic 60       
gelukkig        | ligt            | topic 37       topic 56       topic 48       topic 63       
ligt            | die             | topic 34       topic 56       topic 63       topic 60       
die             | achtste         | topic 56       topic 34       topic 37       topic 60       
achtste         | nogal           | topic 48       topic 56       topic 63       topic 61       
nogal           | ver             | topic 10       topic 61       topic 63       topic 56       
ver             | van             | topic 63       topic 56       topic 34       topic 37       
van             | het             | topic 37       topic 34       topic 56       topic 61       
het             | <UNK>           | topic 56       topic 37       topic 48       topic 61       
<UNK>           | of              | topic 63       topic 34       topic 37       topic 56       
of              | <UNK>           | topic 37       topic 34       topic 56       topic 61       
<UNK>           | had             | topic 63       topic 34       topic 56       topic 37       
had             | zijn            | topic 63       topic 34       topic 56       topic 37       
zijn            | clubs           | topic 63       topic 56       topic 37       topic 61       
clubs           | weggegooid      | topic 63       topic 56       topic 34       topic 37       
weggegooid      | en              | topic 63       topic 56       topic 2        topic 37       
en              | zich            | topic 56       topic 37       topic 34       topic 61       
zich            | terstond        | topic 56       topic 37       topic 60       topic 63       
terstond        | weer            | topic 63       topic 56       topic 37       topic 34       
weer            | in              | topic 56       topic 63       topic 60       topic 34       
in              | de              | topic 37       topic 34       topic 56       topic 28       
de              | alcohol         | topic 56       topic 61       topic 48       topic 28       
alcohol         | gestort         | topic 63       topic 2        topic 56       topic 34       
gestort         | </s>            | topic 63       topic 2        topic 60       topic 34       
<s>             | dat             | topic 37       topic 56       topic 34       topic 60       
dat             | had             | topic 37       topic 48       topic 56       topic 34       
had             | hij             | topic 56       topic 37       topic 34       topic 61       
hij             | twee            | topic 56       topic 34       topic 37       topic 60       
twee            | jaar            | topic 48       topic 37       topic 56       topic 61       
jaar            | eerder          | topic 56       topic 63       topic 60       topic 34       
eerder          | al              | topic 56       topic 34       topic 60       topic 37       
al              | eens            | topic 56       topic 34       topic 37       topic 60       
eens            | gedaan          | topic 56       topic 34       topic 37       topic 61       
gedaan          | op              | topic 63       topic 27       topic 56       topic 37       
op              | de              | topic 37       topic 34       topic 56       topic 63       
de              | US              | topic 56       topic 61       topic 48       topic 28       
US              | Open            | topic 34       topic 37       topic 56       topic 63       
Open            | toen            | topic 63       topic 56       topic 2        topic 37       
toen            | hij             | topic 37       topic 56       topic 34       topic 61       
hij             | na              | topic 34       topic 56       topic 37       topic 63       
na              | negen           | topic 37       topic 34       topic 56       topic 28       
negen           | holes           | topic 48       topic 56       topic 61       topic 37       
holes           | in              | topic 56       topic 63       topic 48       topic 37       
in              | de              | topic 37       topic 34       topic 56       topic 28       
de              | slotronde       | topic 56       topic 61       topic 48       topic 28       
slotronde       | het             | topic 34       topic 63       topic 56       topic 37       
het             | plotseling      | topic 56       topic 48       topic 37       topic 61       
plotseling      | op              | topic 34       topic 56       topic 37       topic 61       
op              | zijn            | topic 37       topic 34       topic 63       topic 56       
zijn            | heupen          | topic 56       topic 63       topic 61       topic 48       
heupen          | kreeg           | topic 63       topic 56       topic 2        topic 37       
