<s>             | dit             | topic 50       topic 428      topic 297      topic 187      
amateur         | voor            | topic 187      topic 245      topic 275      topic 73       
voor            | een             | topic 428      topic 245      topic 203      topic 104      
een             | professional    | topic 245      topic 444      topic 456      topic 428      
professional    | een             | topic 187      topic 245      topic 242      topic 73       
een             | catastrofe      | topic 245      topic 428      topic 456      topic 444      
catastrofe      | </s>            | topic 187      topic 242      topic 176      topic 440      
<s>             | een             | topic 187      topic 176      topic 242      topic 245      
een             | triple          | topic 245      topic 428      topic 444      topic 456      
triple          | <UNK>           | topic 245      topic 187      topic 444      topic 456      
<UNK>           | daarvan         | topic 187      topic 245      topic 73       topic 1        
daarvan         | wordt           | topic 428      topic 187      topic 242      topic 245      
wordt           | een             | topic 428      topic 245      topic 1        topic 187      
een             | amateur         | topic 428      topic 245      topic 444      topic 374      
amateur         | zeer            | topic 187      topic 289      topic 251      topic 1        
zeer            | <UNK>           | topic 187      topic 1        topic 251      topic 205      
<UNK>           | een             | topic 187      topic 1        topic 251      topic 242      
een             | professional    | topic 245      topic 428      topic 374      topic 444      
professional    | die             | topic 187      topic 251      topic 440      topic 242      
die             | het             | topic 187      topic 242      topic 1        topic 440      
het             | overkomt        | topic 440      topic 187      topic 1        topic 374      
overkomt        | levert          | topic 187      topic 242      topic 440      topic 176      
levert          | zijn            | topic 1        topic 187      topic 245      topic 104      
zijn            | clubs           | topic 428      topic 245      topic 104      topic 203      
clubs           | in              | topic 428      topic 187      topic 1        topic 242      
in              | </s>            | topic 203      topic 428      topic 1        topic 197      
<s>             | met             | topic 187      topic 245      topic 242      topic 1        
met             | <UNK>           | topic 428      topic 245      topic 1        topic 104      
<UNK>           | boven           | topic 245      topic 187      topic 1        topic 104      
boven           | par             | topic 428      topic 245      topic 164      topic 187      
par             | zijn            | topic 428      topic 245      topic 187      topic 275      
zijn            | we              | topic 428      topic 245      topic 187      topic 1        
we              | bij             | topic 428      topic 245      topic 1        topic 203      
bij             | <UNK>           | topic 428      topic 245      topic 203      topic 1        
<UNK>           | </s>            | topic 428      topic 245      topic 1        topic 187      
<s>             | schijnt         | topic 245      topic 187      topic 428      topic 202      
schijnt         | één           | topic 187      topic 242      topic 254      topic 176      
één           | keer            | topic 164      topic 245      topic 296      topic 86       
keer            | per             | topic 187      topic 428      topic 245      topic 404      
per             | halve           | topic 245      topic 428      topic 164      topic 86       
halve           | eeuw            | topic 153      topic 245      topic 164      topic 145      
eeuw            | voor            | topic 187      topic 242      topic 176      topic 245      
voor            | te              | topic 203      topic 245      topic 104      topic 1        
te              | komen           | topic 187      topic 374      topic 203      topic 104      
komen           | in              | topic 187      topic 242      topic 1        topic 404      
in              | het             | topic 203      topic 428      topic 197      topic 245      
het             | professionele   | topic 374      topic 330      topic 203      topic 1        
professionele   | golf            | topic 1        topic 203      topic 374      topic 245      
golf            | maar            | topic 245      topic 1        topic 197      topic 203      
maar            | niemand         | topic 428      topic 245      topic 203      topic 104      
niemand         | weet            | topic 187      topic 242      topic 404      topic 245      
weet            | waar            | topic 242      topic 187      topic 49       topic 202      
waar            | </s>            | topic 245      topic 104      topic 202      topic 59       
<s>             | bij             | topic 202      topic 245      topic 187      topic 242      
bij             | analogie        | topic 245      topic 202      topic 59       topic 265      
analogie        | moet            | topic 203      topic 197      topic 245      topic 187      
moet            | vijf            | topic 245      topic 203      topic 265      topic 202      
vijf            | boven           | topic 164      topic 296      topic 245      topic 153      
boven           | par             | topic 428      topic 164      topic 187      topic 245      
par             | dan             | topic 428      topic 187      topic 245      topic 289      
dan             | een             | topic 428      topic 187      topic 245      topic 289      
een             | <UNK>           | topic 245      topic 428      topic 374      topic 203      
<UNK>           | <UNK>           | topic 428      topic 245      topic 187      topic 289      
<UNK>           | zijn            | topic 187      topic 428      topic 245      topic 289      
zijn            | </s>            | topic 428      topic 245      topic 203      topic 187      
<s>             | nooit           | topic 428      topic 245      topic 187      topic 289      
nooit           | tegengekomen    | topic 187      topic 245      topic 1        topic 404      
tegengekomen    | in              | topic 187      topic 242      topic 73       topic 104      
in              | de              | topic 203      topic 428      topic 245      topic 197      
de              | vakliteratuur   | topic 203      topic 428      topic 245      topic 86       
vakliteratuur   | </s>            | topic 187      topic 242      topic 254      topic 428      
<s>             | zes             | topic 187      topic 254      topic 242      topic 73       
zes             | zou             | topic 164      topic 296      topic 428      topic 245      
zou             | <UNK>           | topic 187      topic 73       topic 428      topic 242      
<UNK>           | kunnen          | topic 187      topic 428      topic 73       topic 245      
kunnen          | zijn            | topic 428      topic 104      topic 203      topic 187      
zijn            | al              | topic 428      topic 203      topic 245      topic 104      
al              | doet            | topic 428      topic 203      topic 187      topic 245      
doet            | dat             | topic 187      topic 428      topic 203      topic 245      
dat             | meer            | topic 187      topic 104      topic 203      topic 428      
meer            | denken          | topic 104      topic 203      topic 374      topic 187      
denken          | aan             | topic 187      topic 242      topic 440      topic 251      
aan             | een             | topic 203      topic 104      topic 245      topic 1        
een             | goedkope        | topic 374      topic 245      topic 203      topic 104      
goedkope        | gore            | topic 203      topic 245      topic 374      topic 484      
gore            | tent            | topic 251      topic 187      topic 374      topic 203      
tent            | in              | topic 187      topic 251      topic 242      topic 404      
in              | Soho            | topic 203      topic 428      topic 197      topic 1        
Soho            | </s>            | topic 187      topic 251      topic 225      topic 440      
<s>             | en              | topic 187      topic 242      topic 254      topic 202      
en              | dan             | topic 187      topic 242      topic 251      topic 176      
dan             | zijn            | topic 187      topic 251      topic 176      topic 242      
zijn            | we              | topic 428      topic 245      topic 374      topic 203      
we              | er              | topic 428      topic 187      topic 245      topic 203      
er              | </s>            | topic 428      topic 187      topic 251      topic 440      
<s>             | John            | topic 187      topic 428      topic 242      topic 202      
John            | <UNK>           | topic 49       topic 202      topic 187      topic 251      
<UNK>           | op              | topic 65       topic 187      topic 428      topic 242      
op              | de              | topic 428      topic 197      topic 43       topic 65       
de              | US              | topic 428      topic 203      topic 65       topic 245      
US              | Open            | topic 358      topic 448      topic 468      topic 202      
Open            | van             | topic 245      topic 197      topic 202      topic 358      
van             | dit             | topic 197      topic 265      topic 202      topic 245      
dit             | jaar            | topic 330      topic 265      topic 197      topic 374      
jaar            | </s>            | topic 428      topic 245      topic 203      topic 197      
<s>             | de              | topic 202      topic 265      topic 245      topic 59       
de              | achtste         | topic 428      topic 203      topic 245      topic 104      
achtste         | hole            | topic 153      topic 245      topic 203      topic 444      
hole            | op              | topic 245      topic 202      topic 265      topic 197      
op              | de              | topic 428      topic 197      topic 245      topic 202      
de              | baan            | topic 428      topic 203      topic 245      topic 153      
baan            | van             | topic 428      topic 245      topic 202      topic 289      
van             | <UNK>           | topic 245      topic 428      topic 202      topic 265      
<UNK>           | No              | topic 245      topic 428      topic 202      topic 265      
No              | </s>            | topic 245      topic 202      topic 251      topic 428      
<s>             | een             | topic 245      topic 202      topic 50       topic 265      
een             | par             | topic 428      topic 245      topic 91       topic 444      
par             | vier            | topic 428      topic 245      topic 49       topic 461      
vier            | komma           | topic 428      topic 245      topic 164      topic 296      
komma           | en              | topic 428      topic 187      topic 245      topic 242      
en              | niet            | topic 428      topic 164      topic 187      topic 289      
niet            | eens            | topic 428      topic 187      topic 289      topic 245      
eens            | een             | topic 428      topic 187      topic 245      topic 289      
een             | moeilijke       | topic 428      topic 245      topic 374      topic 91       
moeilijke       | </s>            | topic 203      topic 444      topic 245      topic 2        
<s>             | elf             | topic 187      topic 289      topic 245      topic 242      
elf             | slagen          | topic 428      topic 164      topic 245      topic 296      
slagen          | had             | topic 428      topic 245      topic 187      topic 242      
had             | hij             | topic 245      topic 428      topic 59       topic 289      
hij             | nodig           | topic 428      topic 245      topic 289      topic 203      
nodig           | </s>            | topic 428      topic 187      topic 242      topic 289      
<s>             | elf             | topic 245      topic 428      topic 289      topic 202      
elf             | </s>            | topic 428      topic 164      topic 245      topic 133      
<s>             | waaronder       | topic 428      topic 245      topic 202      topic 59       
waaronder       | twee            | topic 428      topic 245      topic 203      topic 289      
twee            | <UNK>           | topic 428      topic 245      topic 203      topic 153      
<UNK>           | omdat           | topic 428      topic 245      topic 203      topic 289      
omdat           | hij             | topic 245      topic 428      topic 59       topic 203      
hij             | van             | topic 428      topic 245      topic 203      topic 104      
van             | <UNK>           | topic 428      topic 245      topic 203      topic 104      
<UNK>           | op              | topic 428      topic 245      topic 203      topic 104      
op              | een             | topic 428      topic 203      topic 197      topic 245      
een             | <UNK>           | topic 428      topic 245      topic 374      topic 203      
<UNK>           | bal             | topic 428      topic 245      topic 203      topic 289      
bal             | had             | topic 289      topic 245      topic 104      topic 404      
had             | <UNK>           | topic 245      topic 104      topic 289      topic 265      
<UNK>           | </s>            | topic 245      topic 428      topic 104      topic 289      
<s>             | toen            | topic 245      topic 428      topic 289      topic 104      
toen            | hij             | topic 245      topic 104      topic 289      topic 428      
hij             | na              | topic 428      topic 245      topic 203      topic 444      
na              | zijn            | topic 428      topic 203      topic 245      topic 444      
zijn            | achtste         | topic 428      topic 245      topic 203      topic 444      
achtste         | shot            | topic 153      topic 245      topic 203      topic 444      
shot            | eindelijk       | topic 245      topic 428      topic 444      topic 202      
eindelijk       | op              | topic 245      topic 444      topic 104      topic 289      
op              | de              | topic 428      topic 245      topic 203      topic 444      
de              | green           | topic 428      topic 203      topic 245      topic 444      
green           | lag             | topic 428      topic 245      topic 444      topic 289      
lag             | waar            | topic 245      topic 428      topic 289      topic 444      
waar            | hij             | topic 245      topic 428      topic 104      topic 289      
hij             | met             | topic 428      topic 245      topic 444      topic 289      
met             | zijn            | topic 428      topic 245      topic 444      topic 203      
zijn            | tweede          | topic 428      topic 245      topic 444      topic 203      
tweede          | dwars           | topic 444      topic 245      topic 203      topic 369      
dwars           | doorheen        | topic 245      topic 289      topic 444      topic 428      
doorheen        | was             | topic 245      topic 289      topic 444      topic 428      
was             | <UNK>           | topic 245      topic 428      topic 444      topic 289      
<UNK>           | had             | topic 245      topic 428      topic 444      topic 289      
had             | hij             | topic 245      topic 289      topic 444      topic 428      
hij             | nog             | topic 428      topic 245      topic 444      topic 289      
nog             | eens            | topic 428      topic 245      topic 444      topic 289      
eens            | drie            | topic 428      topic 444      topic 289      topic 245      
drie            | <UNK>           | topic 428      topic 164      topic 245      topic 72       
<UNK>           | nodig           | topic 428      topic 245      topic 289      topic 104      
nodig           | </s>            | topic 187      topic 404      topic 289      topic 242      
<s>             | lezers          | topic 245      topic 289      topic 104      topic 133      
lezers          | van             | topic 428      topic 289      topic 187      topic 404      
van             | Knack           | topic 428      topic 203      topic 245      topic 104      
Knack           | kennen          | topic 428      topic 289      topic 225      topic 65       
kennen          | John            | topic 187      topic 289      topic 251      topic 203      
John            | <UNK>           | topic 49       topic 91       topic 151      topic 202      
<UNK>           | wij             | topic 428      topic 245      topic 225      topic 65       
wij             | hebben          | topic 428      topic 245      topic 203      topic 104      
hebben          | u               | topic 428      topic 245      topic 104      topic 203      
u               | al              | topic 428      topic 187      topic 289      topic 251      
al              | meermaals       | topic 428      topic 225      topic 203      topic 245      
meermaals       | over            | topic 43       topic 428      topic 245      topic 225      
over            | hem             | topic 203      topic 428      topic 245      topic 104      
hem             | verteld         | topic 428      topic 289      topic 187      topic 251      
verteld         | </s>            | topic 187      topic 251      topic 289      topic 242      
<s>             | een             | topic 245      topic 289      topic 187      topic 104      
een             | <UNK>           | topic 245      topic 428      topic 374      topic 133      
<UNK>           | buiten          | topic 245      topic 428      topic 203      topic 374      
buiten          | categorie       | topic 203      topic 289      topic 187      topic 374      
categorie       | die             | topic 245      topic 104      topic 203      topic 289      
die             | in              | topic 245      topic 203      topic 104      topic 428      
in              | negentien       | topic 203      topic 428      topic 245      topic 197      
negentien       | honderd         | topic 428      topic 164      topic 203      topic 225      
honderd         | één-en        | topic 428      topic 164      topic 296      topic 133      
één-en        | negentig        | topic 428      topic 164      topic 481      topic 296      
negentig        | door            | topic 428      topic 296      topic 164      topic 225      
door            | de              | topic 245      topic 203      topic 428      topic 104      
de              | vele            | topic 203      topic 43       topic 428      topic 245      
vele            | forfaits        | topic 203      topic 374      topic 43       topic 104      
forfaits        | per             | topic 104      topic 203      topic 245      topic 289      
per             | ongeluk         | topic 245      topic 133      topic 104      topic 428      
ongeluk         | in              | topic 245      topic 289      topic 187      topic 203      
in              | de              | topic 203      topic 428      topic 245      topic 374      
de              | <UNK>           | topic 203      topic 428      topic 245      topic 374      
<UNK>           | van             | topic 428      topic 203      topic 374      topic 245      
van             | de              | topic 428      topic 203      topic 104      topic 245      
de              | US              | topic 203      topic 428      topic 374      topic 104      
US              | <UNK>           | topic 448      topic 358      topic 468      topic 203      
<UNK>           | op              | topic 245      topic 104      topic 202      topic 203      
op              | <UNK>           | topic 428      topic 203      topic 245      topic 197      
<UNK>           | <UNK>           | topic 428      topic 245      topic 203      topic 289      
<UNK>           | geraakte        | topic 245      topic 428      topic 104      topic 289      
geraakte        | </s>            | topic 245      topic 444      topic 104      topic 289      
<s>             | <UNK>           | topic 245      topic 428      topic 104      topic 265      
<UNK>           | pas             | topic 245      topic 428      topic 91       topic 104      
pas             | in              | topic 428      topic 245      topic 444      topic 203      
in              | extremis        | topic 428      topic 203      topic 245      topic 197      
extremis        | opgeroepen      | topic 245      topic 428      topic 289      topic 444      
opgeroepen      | kwam            | topic 245      topic 104      topic 289      topic 203      
kwam            | net             | topic 245      topic 104      topic 265      topic 59       
net             | op              | topic 245      topic 444      topic 428      topic 289      
op              | tijd            | topic 428      topic 245      topic 203      topic 444      
tijd            | in              | topic 428      topic 245      topic 444      topic 289      
in              | Indianapolis    | topic 428      topic 203      topic 245      topic 374      
Indianapolis    | aan             | topic 428      topic 245      topic 289      topic 203      
aan             | om              | topic 245      topic 104      topic 203      topic 428      
om              | van             | topic 428      topic 245      topic 104      topic 203      
van             | start           | topic 428      topic 245      topic 203      topic 104      
start           | te              | topic 289      topic 444      topic 245      topic 203      
te              | kunnen          | topic 374      topic 245      topic 203      topic 444      
kunnen          | gaan            | topic 245      topic 203      topic 104      topic 444      
gaan            | in              | topic 245      topic 203      topic 289      topic 104      
in              | de              | topic 428      topic 203      topic 245      topic 374      
de              | eerste          | topic 428      topic 203      topic 245      topic 374      
eerste          | ronde           | topic 428      topic 203      topic 245      topic 444      
ronde           | moest           | topic 245      topic 289      topic 428      topic 444      
moest           | clubs           | topic 245      topic 444      topic 265      topic 104      
clubs           | en              | topic 245      topic 428      topic 444      topic 289      
en              | een             | topic 245      topic 444      topic 104      topic 265      
een             | <UNK>           | topic 245      topic 428      topic 444      topic 374      
<UNK>           | lenen           | topic 245      topic 444      topic 428      topic 289      
lenen           | en              | topic 245      topic 444      topic 289      topic 404      
en              | won             | topic 245      topic 444      topic 104      topic 265      
won             | tot             | topic 245      topic 444      topic 289      topic 265      
tot             | <UNK>           | topic 428      topic 444      topic 245      topic 203      
<UNK>           | verbijstering   | topic 428      topic 245      topic 444      topic 91       
verbijstering   | het             | topic 245      topic 444      topic 428      topic 289      
het             | toernooi        | topic 330      topic 245      topic 374      topic 428      
toernooi        | </s>            | topic 289      topic 245      topic 428      topic 444      
<s>             | John            | topic 245      topic 265      topic 444      topic 104      
John            | wie             | topic 91       topic 202      topic 49       topic 245      
wie             | zonder          | topic 245      topic 428      topic 444      topic 202      
zonder          | zonde           | topic 245      topic 444      topic 265      topic 428      
zonde           | is              | topic 245      topic 187      topic 289      topic 444      
is              | <UNK>           | topic 245      topic 444      topic 265      topic 104      
<UNK>           | de              | topic 245      topic 444      topic 104      topic 289      
de              | eerste          | topic 428      topic 245      topic 203      topic 444      
eerste          | steen           | topic 428      topic 444      topic 245      topic 203      
steen           | raakte          | topic 245      topic 444      topic 289      topic 104      
raakte          | daarna          | topic 245      topic 104      topic 444      topic 265      
daarna          | aan             | topic 245      topic 444      topic 428      topic 289      
aan             | de              | topic 245      topic 203      topic 104      topic 444      
de              | drank           | topic 428      topic 203      topic 245      topic 444      
drank           | </s>            | topic 245      topic 428      topic 289      topic 187      
<s>             | hij             | topic 245      topic 202      topic 104      topic 59       
hij             | stelde          | topic 245      topic 428      topic 444      topic 104      
stelde          | zich            | topic 245      topic 104      topic 444      topic 265      
zich            | gewelddadig     | topic 428      topic 245      topic 444      topic 289      
gewelddadig     | op              | topic 245      topic 444      topic 289      topic 404      
op              | tegen           | topic 428      topic 245      topic 203      topic 197      
tegen           | zijn            | topic 245      topic 202      topic 59       topic 203      
zijn            | eerste          | topic 245      topic 428      topic 203      topic 444      
eerste          | vervolgens      | topic 245      topic 444      topic 203      topic 91       
vervolgens      | tegen           | topic 245      topic 444      topic 428      topic 203      
tegen           | zijn            | topic 245      topic 202      topic 265      topic 59       
zijn            | tweede          | topic 245      topic 428      topic 444      topic 203      
tweede          | en              | topic 444      topic 245      topic 203      topic 369      
en              | tenslotte       | topic 245      topic 444      topic 265      topic 203      
tenslotte       | tegen           | topic 245      topic 444      topic 289      topic 104      
tegen           | zijn            | topic 245      topic 202      topic 104      topic 265      
zijn            | derde           | topic 245      topic 428      topic 444      topic 203      
derde           | echtgenote      | topic 444      topic 245      topic 203      topic 369      
echtgenote      | volgde          | topic 245      topic 202      topic 265      topic 444      
volgde          | een             | topic 245      topic 265      topic 444      topic 104      
een             | <UNK>           | topic 428      topic 245      topic 444      topic 133      
<UNK>           | in              | topic 428      topic 245      topic 444      topic 289      
in              | de              | topic 428      topic 203      topic 245      topic 444      
de              | Betty           | topic 428      topic 245      topic 203      topic 444      
Betty           | Ford            | topic 202      topic 245      topic 265      topic 104      
Ford            | kliniek         | topic 245      topic 428      topic 189      topic 347      
kliniek         | zwoer           | topic 245      topic 104      topic 444      topic 428      
zwoer           | de              | topic 245      topic 202      topic 289      topic 49       
de              | drank           | topic 428      topic 245      topic 203      topic 444      
drank           | af              | topic 428      topic 245      topic 251      topic 444      
af              | won             | topic 245      topic 251      topic 404      topic 289      
won             | de              | topic 245      topic 202      topic 265      topic 444      
de              | British         | topic 428      topic 245      topic 444      topic 203      
British         | Open            | topic 468      topic 358      topic 428      topic 245      
Open            | op              | topic 245      topic 202      topic 197      topic 265      
op              | de              | topic 428      topic 197      topic 245      topic 203      
de              | heilige         | topic 428      topic 203      topic 245      topic 153      
heilige         | Old             | topic 245      topic 202      topic 203      topic 444      
Old             | <UNK>           | topic 245      topic 428      topic 129      topic 202      
<UNK>           | van             | topic 428      topic 245      topic 444      topic 91       
van             | Saint           | topic 428      topic 245      topic 91       topic 444      
Saint           | Andrews         | topic 245      topic 428      topic 49       topic 202      
Andrews         | raakte          | topic 202      topic 245      topic 265      topic 251      
raakte          | weer            | topic 245      topic 428      topic 444      topic 265      
weer            | aan             | topic 428      topic 245      topic 444      topic 91       
aan             | de              | topic 428      topic 245      topic 444      topic 202      
de              | drank           | topic 428      topic 245      topic 203      topic 444      
drank           | gaf             | topic 245      topic 428      topic 251      topic 202      
gaf             | zijn            | topic 245      topic 202      topic 265      topic 59       
zijn            | tweede          | topic 428      topic 245      topic 444      topic 91       
tweede          | vrouw           | topic 245      topic 444      topic 91       topic 369      
vrouw           | een             | topic 245      topic 428      topic 202      topic 444      
een             | ongelukkige     | topic 428      topic 245      topic 444      topic 91       
ongelukkige     | slag            | topic 245      topic 444      topic 428      topic 202      
slag            | enzovoort       | topic 245      topic 251      topic 444      topic 404      
enzovoort       | enzovoort       | topic 245      topic 202      topic 104      topic 251      
enzovoort       | </s>            | topic 245      topic 202      topic 104      topic 251      
<s>             | dat             | topic 245      topic 202      topic 265      topic 59       
dat             | alles           | topic 245      topic 202      topic 59       topic 265      
alles           | was             | topic 245      topic 289      topic 404      topic 187      
was             | niets           | topic 245      topic 265      topic 202      topic 59       
niets           | vergeleken      | topic 187      topic 245      topic 404      topic 289      
vergeleken      | bij             | topic 245      topic 187      topic 59       topic 202      
bij             | wat             | topic 245      topic 265      topic 202      topic 59       
wat             | hem             | topic 202      topic 245      topic 265      topic 59       
hem             | overkwam        | topic 245      topic 187      topic 404      topic 289      
overkwam        | in              | topic 202      topic 265      topic 245      topic 59       
in              | de              | topic 203      topic 428      topic 245      topic 197      
de              | slotronde       | topic 428      topic 203      topic 245      topic 153      
slotronde       | van             | topic 187      topic 289      topic 245      topic 428      
van             | de              | topic 428      topic 245      topic 202      topic 265      
de              | US              | topic 428      topic 245      topic 203      topic 444      
US              | Open            | topic 448      topic 358      topic 468      topic 245      
Open            | op              | topic 245      topic 265      topic 202      topic 197      
op              | de              | topic 428      topic 197      topic 245      topic 203      
de              | achtste         | topic 428      topic 203      topic 245      topic 444      
achtste         | hole            | topic 153      topic 245      topic 444      topic 203      
hole            | van             | topic 245      topic 202      topic 444      topic 265      
van             | <UNK>           | topic 428      topic 245      topic 202      topic 265      
<UNK>           | </s>            | topic 428      topic 245      topic 444      topic 91       
<s>             | voor            | topic 245      topic 202      topic 444      topic 265      
voor            | </s>            | topic 245      topic 444      topic 91       topic 265      
<s>             | <UNK>           | topic 245      topic 202      topic 50       topic 265      
<UNK>           | meteen          | topic 428      topic 245      topic 444      topic 91       
meteen          | omgedoopt       | topic 428      topic 245      topic 444      topic 369      
omgedoopt       | tot             | topic 245      topic 369      topic 444      topic 203      
tot             | <UNK>           | topic 245      topic 428      topic 444      topic 203      
<UNK>           | </s>            | topic 245      topic 428      topic 444      topic 91       
<s>             | gelukkig        | topic 245      topic 50       topic 265      topic 444      
gelukkig        | ligt            | topic 245      topic 444      topic 187      topic 369      
ligt            | die             | topic 245      topic 444      topic 265      topic 59       
die             | achtste         | topic 245      topic 444      topic 91       topic 428      
achtste         | nogal           | topic 153      topic 245      topic 444      topic 203      
nogal           | ver             | topic 444      topic 245      topic 153      topic 202      
ver             | van             | topic 245      topic 444      topic 187      topic 404      
van             | het             | topic 245      topic 265      topic 202      topic 59       
het             | <UNK>           | topic 330      topic 374      topic 16       topic 245      
<UNK>           | of              | topic 245      topic 289      topic 444      topic 265      
of              | <UNK>           | topic 245      topic 265      topic 202      topic 59       
<UNK>           | had             | topic 245      topic 444      topic 265      topic 91       
had             | zijn            | topic 245      topic 265      topic 444      topic 59       
zijn            | clubs           | topic 444      topic 245      topic 428      topic 91       
clubs           | weggegooid      | topic 245      topic 444      topic 289      topic 428      
weggegooid      | en              | topic 187      topic 404      topic 251      topic 242      
en              | zich            | topic 187      topic 404      topic 265      topic 444      
zich            | terstond        | topic 187      topic 404      topic 444      topic 245      
terstond        | weer            | topic 245      topic 404      topic 289      topic 187      
weer            | in              | topic 245      topic 444      topic 289      topic 369      
in              | de              | topic 203      topic 428      topic 197      topic 245      
de              | alcohol         | topic 153      topic 428      topic 245      topic 203      
alcohol         | gestort         | topic 187      topic 404      topic 251      topic 245      
gestort         | </s>            | topic 187      topic 404      topic 251      topic 242      
<s>             | dat             | topic 245      topic 265      topic 202      topic 59       
dat             | had             | topic 265      topic 59       topic 245      topic 202      
had             | hij             | topic 265      topic 59       topic 245      topic 202      
hij             | twee            | topic 245      topic 444      topic 428      topic 265      
twee            | jaar            | topic 245      topic 444      topic 164      topic 72       
jaar            | eerder          | topic 245      topic 444      topic 404      topic 203      
eerder          | al              | topic 444      topic 245      topic 187      topic 265      
al              | eens            | topic 428      topic 444      topic 245      topic 197      
eens            | gedaan          | topic 428      topic 187      topic 444      topic 245      
gedaan          | op              | topic 187      topic 404      topic 242      topic 176      
op              | de              | topic 197      topic 203      topic 245      topic 428      
de              | US              | topic 203      topic 428      topic 245      topic 153      
US              | Open            | topic 448      topic 358      topic 468      topic 265      
Open            | toen            | topic 245      topic 265      topic 197      topic 202      
toen            | hij             | topic 265      topic 245      topic 202      topic 59       
hij             | na              | topic 444      topic 428      topic 245      topic 265      
na              | negen           | topic 428      topic 203      topic 444      topic 197      
negen           | holes           | topic 428      topic 245      topic 164      topic 203      
holes           | in              | topic 428      topic 245      topic 187      topic 404      
in              | de              | topic 428      topic 203      topic 245      topic 15       
de              | slotronde       | topic 428      topic 245      topic 203      topic 153      
slotronde       | het             | topic 289      topic 187      topic 369      topic 404      
het             | plotseling      | topic 289      topic 428      topic 369      topic 374      
plotseling      | op              | topic 289      topic 404      topic 187      topic 428      
op              | zijn            | topic 428      topic 245      topic 203      topic 444      
zijn            | heupen          | topic 428      topic 444      topic 245      topic 369      
heupen          | kreeg           | topic 404      topic 187      topic 251      topic 245      
