<s>             | dit             | topic 428      topic 134      topic 50       topic 187      
<s>             | een             | topic 187      topic 242      topic 49       topic 245      
een             | triple          | topic 428      topic 2        topic 245      topic 470      
triple          | <UNK>           | topic 277      topic 470      topic 86       topic 444      
<UNK>           | daarvan         | topic 187      topic 428      topic 440      topic 245      
daarvan         | wordt           | topic 428      topic 187      topic 242      topic 440      
wordt           | een             | topic 428      topic 49       topic 242      topic 187      
een             | amateur         | topic 428      topic 470      topic 347      topic 245      
amateur         | zeer            | topic 187      topic 440      topic 251      topic 289      
zeer            | <UNK>           | topic 205      topic 440      topic 187      topic 295      
<UNK>           | een             | topic 187      topic 440      topic 251      topic 242      
een             | professional    | topic 428      topic 470      topic 347      topic 2        
professional    | die             | topic 440      topic 187      topic 303      topic 251      
die             | het             | topic 187      topic 242      topic 428      topic 440      
het             | overkomt        | topic 440      topic 289      topic 251      topic 187      
overkomt        | levert          | topic 187      topic 242      topic 440      topic 303      
levert          | zijn            | topic 242      topic 187      topic 49       topic 428      
zijn            | clubs           | topic 428      topic 49       topic 347      topic 245      
clubs           | in              | topic 187      topic 421      topic 136      topic 289      
in              | </s>            | topic 203      topic 428      topic 1        topic 197      
<s>             | met             | topic 49       topic 245      topic 242      topic 428      
met             | <UNK>           | topic 428      topic 49       topic 245      topic 136      
<UNK>           | boven           | topic 136      topic 428      topic 49       topic 245      
boven           | par             | topic 428      topic 49       topic 202      topic 245      
par             | zijn            | topic 49       topic 136      topic 202      topic 245      
zijn            | we              | topic 428      topic 245      topic 49       topic 347      
we              | bij             | topic 428      topic 49       topic 245      topic 444      
bij             | <UNK>           | topic 49       topic 428      topic 245      topic 202      
<UNK>           | </s>            | topic 428      topic 136      topic 49       topic 385      
<s>             | schijnt         | topic 49       topic 242      topic 202      topic 245      
schijnt         | één           | topic 187      topic 404      topic 205      topic 440      
één           | keer            | topic 164      topic 428      topic 187      topic 245      
keer            | per             | topic 428      topic 164      topic 404      topic 245      
per             | halve           | topic 236      topic 428      topic 444      topic 231      
halve           | eeuw            | topic 153      topic 245      topic 472      topic 145      
eeuw            | voor            | topic 187      topic 203      topic 49       topic 404      
voor            | te              | topic 49       topic 428      topic 245      topic 202      
te              | komen           | topic 242      topic 187      topic 203      topic 245      
komen           | in              | topic 242      topic 187      topic 49       topic 428      
in              | het             | topic 428      topic 203      topic 197      topic 245      
het             | professionele   | topic 75       topic 289      topic 428      topic 440      
professionele   | golf            | topic 86       topic 277      topic 497      topic 2        
golf            | maar            | topic 187      topic 242      topic 49       topic 440      
maar            | niemand         | topic 242      topic 187      topic 49       topic 440      
niemand         | weet            | topic 187      topic 242      topic 404      topic 176      
weet            | waar            | topic 242      topic 187      topic 176      topic 303      
waar            | </s>            | topic 242      topic 49       topic 187      topic 176      
<s>             | bij             | topic 242      topic 49       topic 187      topic 176      
bij             | analogie        | topic 49       topic 202      topic 393      topic 242      
analogie        | moet            | topic 187      topic 242      topic 176      topic 440      
moet            | vijf            | topic 242      topic 187      topic 49       topic 73       
vijf            | boven           | topic 164      topic 296      topic 428      topic 277      
boven           | par             | topic 428      topic 164      topic 49       topic 245      
par             | dan             | topic 428      topic 49       topic 245      topic 242      
dan             | een             | topic 428      topic 49       topic 242      topic 245      
een             | <UNK>           | topic 428      topic 245      topic 164      topic 347      
<UNK>           | <UNK>           | topic 428      topic 245      topic 49       topic 187      
<UNK>           | zijn            | topic 428      topic 187      topic 242      topic 245      
zijn            | </s>            | topic 428      topic 245      topic 49       topic 242      
<s>             | nooit           | topic 49       topic 242      topic 428      topic 187      
nooit           | tegengekomen    | topic 205      topic 187      topic 404      topic 242      
tegengekomen    | in              | topic 187      topic 242      topic 176      topic 507      
in              | de              | topic 203      topic 428      topic 197      topic 245      
de              | vakliteratuur   | topic 428      topic 245      topic 86       topic 189      
vakliteratuur   | </s>            | topic 187      topic 242      topic 303      topic 507      
<s>             | zes             | topic 242      topic 49       topic 187      topic 202      
zes             | zou             | topic 164      topic 428      topic 296      topic 245      
zou             | <UNK>           | topic 428      topic 49       topic 245      topic 202      
<UNK>           | kunnen          | topic 428      topic 49       topic 245      topic 187      
kunnen          | zijn            | topic 428      topic 49       topic 245      topic 242      
zijn            | al              | topic 428      topic 49       topic 245      topic 347      
al              | doet            | topic 428      topic 164      topic 187      topic 242      
doet            | dat             | topic 49       topic 428      topic 242      topic 187      
dat             | meer            | topic 49       topic 428      topic 242      topic 202      
meer            | denken          | topic 428      topic 49       topic 347      topic 277      
denken          | aan             | topic 187      topic 242      topic 440      topic 303      
aan             | een             | topic 49       topic 242      topic 428      topic 245      
een             | goedkope        | topic 428      topic 347      topic 470      topic 245      
goedkope        | gore            | topic 428      topic 245      topic 49       topic 468      
gore            | tent            | topic 470      topic 375      topic 428      topic 494      
tent            | in              | topic 187      topic 428      topic 242      topic 440      
in              | Soho            | topic 428      topic 203      topic 197      topic 164      
Soho            | </s>            | topic 242      topic 303      topic 251      topic 187      
<s>             | en              | topic 49       topic 242      topic 428      topic 187      
en              | dan             | topic 242      topic 187      topic 303      topic 440      
dan             | zijn            | topic 242      topic 49       topic 187      topic 440      
zijn            | we              | topic 49       topic 428      topic 242      topic 347      
we              | er              | topic 428      topic 49       topic 242      topic 187      
er              | </s>            | topic 428      topic 49       topic 242      topic 440      
<s>             | John            | topic 428      topic 49       topic 242      topic 187      
John            | <UNK>           | topic 236      topic 49       topic 202      topic 354      
<UNK>           | op              | topic 428      topic 49       topic 349      topic 242      
op              | de              | topic 428      topic 349      topic 197      topic 267      
de              | US              | topic 428      topic 349      topic 129      topic 245      
US              | Open            | topic 448      topic 358      topic 444      topic 31       
Open            | van             | topic 245      topic 202      topic 444      topic 265      
van             | dit             | topic 245      topic 202      topic 428      topic 265      
dit             | jaar            | topic 245      topic 428      topic 444      topic 265      
jaar            | </s>            | topic 428      topic 245      topic 265      topic 202      
<s>             | de              | topic 245      topic 202      topic 265      topic 49       
de              | achtste         | topic 428      topic 245      topic 86       topic 444      
achtste         | hole            | topic 153      topic 245      topic 444      topic 86       
hole            | op              | topic 202      topic 245      topic 265      topic 358      
op              | de              | topic 428      topic 197      topic 245      topic 444      
de              | baan            | topic 428      topic 245      topic 86       topic 444      
baan            | van             | topic 428      topic 245      topic 164      topic 369      
van             | <UNK>           | topic 428      topic 245      topic 202      topic 49       
<UNK>           | No              | topic 245      topic 202      topic 49       topic 265      
No              | </s>            | topic 245      topic 202      topic 91       topic 49       
<s>             | een             | topic 245      topic 202      topic 265      topic 49       
een             | par             | topic 428      topic 245      topic 444      topic 91       
par             | vier            | topic 245      topic 202      topic 49       topic 428      
vier            | komma           | topic 428      topic 164      topic 245      topic 296      
komma           | en              | topic 428      topic 164      topic 49       topic 245      
en              | niet            | topic 428      topic 164      topic 245      topic 49       
niet            | eens            | topic 428      topic 245      topic 164      topic 49       
eens            | een             | topic 428      topic 245      topic 49       topic 202      
een             | moeilijke       | topic 428      topic 245      topic 444      topic 347      
moeilijke       | </s>            | topic 245      topic 444      topic 2        topic 86       
<s>             | elf             | topic 245      topic 202      topic 265      topic 49       
elf             | slagen          | topic 428      topic 164      topic 245      topic 296      
slagen          | had             | topic 165      topic 5        topic 428      topic 49       
had             | hij             | topic 49       topic 428      topic 202      topic 245      
hij             | nodig           | topic 428      topic 49       topic 245      topic 202      
nodig           | </s>            | topic 428      topic 242      topic 49       topic 187      
<s>             | elf             | topic 49       topic 245      topic 202      topic 428      
elf             | </s>            | topic 428      topic 245      topic 49       topic 164      
<s>             | waaronder       | topic 49       topic 428      topic 245      topic 202      
waaronder       | twee            | topic 49       topic 428      topic 202      topic 245      
twee            | <UNK>           | topic 428      topic 245      topic 49       topic 444      
<UNK>           | omdat           | topic 428      topic 49       topic 245      topic 202      
omdat           | hij             | topic 49       topic 428      topic 245      topic 202      
hij             | van             | topic 428      topic 49       topic 245      topic 202      
van             | <UNK>           | topic 428      topic 49       topic 245      topic 202      
<UNK>           | op              | topic 49       topic 245      topic 428      topic 202      
op              | een             | topic 428      topic 197      topic 245      topic 49       
een             | <UNK>           | topic 428      topic 245      topic 444      topic 49       
<UNK>           | bal             | topic 245      topic 49       topic 428      topic 202      
bal             | had             | topic 202      topic 265      topic 104      topic 5        
had             | <UNK>           | topic 49       topic 202      topic 265      topic 245      
<UNK>           | </s>            | topic 49       topic 245      topic 202      topic 428      
<s>             | toen            | topic 49       topic 202      topic 245      topic 265      
toen            | hij             | topic 49       topic 245      topic 202      topic 265      
hij             | na              | topic 428      topic 49       topic 245      topic 202      
na              | zijn            | topic 428      topic 245      topic 164      topic 197      
zijn            | achtste         | topic 428      topic 245      topic 49       topic 444      
achtste         | shot            | topic 245      topic 153      topic 444      topic 86       
shot            | eindelijk       | topic 202      topic 245      topic 265      topic 49       
eindelijk       | op              | topic 265      topic 202      topic 245      topic 49       
op              | de              | topic 197      topic 428      topic 245      topic 202      
de              | green           | topic 428      topic 245      topic 153      topic 444      
green           | lag             | topic 245      topic 202      topic 444      topic 265      
lag             | waar            | topic 202      topic 49       topic 265      topic 245      
waar            | hij             | topic 202      topic 49       topic 265      topic 245      
hij             | met             | topic 245      topic 202      topic 49       topic 265      
met             | zijn            | topic 245      topic 428      topic 202      topic 49       
zijn            | tweede          | topic 245      topic 428      topic 49       topic 444      
tweede          | dwars           | topic 245      topic 444      topic 265      topic 153      
dwars           | doorheen        | topic 187      topic 265      topic 202      topic 49       
doorheen        | was             | topic 245      topic 265      topic 202      topic 49       
was             | <UNK>           | topic 202      topic 245      topic 265      topic 49       
<UNK>           | had             | topic 245      topic 202      topic 49       topic 265      
had             | hij             | topic 202      topic 265      topic 49       topic 245      
hij             | nog             | topic 245      topic 202      topic 265      topic 49       
nog             | eens            | topic 428      topic 245      topic 202      topic 265      
eens            | drie            | topic 428      topic 245      topic 202      topic 49       
drie            | <UNK>           | topic 428      topic 245      topic 164      topic 296      
<UNK>           | nodig           | topic 245      topic 202      topic 49       topic 265      
nodig           | </s>            | topic 187      topic 242      topic 245      topic 202      
<s>             | lezers          | topic 202      topic 265      topic 49       topic 245      
lezers          | van             | topic 428      topic 245      topic 43       topic 197      
van             | Knack           | topic 428      topic 245      topic 49       topic 202      
Knack           | kennen          | topic 428      topic 245      topic 49       topic 415      
kennen          | John            | topic 49       topic 242      topic 187      topic 202      
John            | <UNK>           | topic 236      topic 49       topic 202      topic 245      
<UNK>           | wij             | topic 428      topic 245      topic 49       topic 202      
wij             | hebben          | topic 245      topic 428      topic 49       topic 202      
hebben          | u               | topic 49       topic 245      topic 428      topic 202      
u               | al              | topic 428      topic 49       topic 245      topic 242      
al              | meermaals       | topic 428      topic 49       topic 164      topic 245      
meermaals       | over            | topic 245      topic 49       topic 202      topic 265      
over            | hem             | topic 49       topic 202      topic 245      topic 59       
hem             | verteld         | topic 49       topic 428      topic 242      topic 202      
verteld         | </s>            | topic 242      topic 187      topic 49       topic 202      
<s>             | een             | topic 49       topic 202      topic 265      topic 245      
een             | <UNK>           | topic 245      topic 428      topic 49       topic 444      
<UNK>           | buiten          | topic 245      topic 202      topic 49       topic 428      
buiten          | categorie       | topic 245      topic 202      topic 203      topic 265      
categorie       | die             | topic 202      topic 49       topic 245      topic 265      
die             | in              | topic 245      topic 49       topic 202      topic 265      
in              | negentien       | topic 197      topic 428      topic 203      topic 245      
negentien       | honderd         | topic 428      topic 164      topic 296      topic 245      
honderd         | één-en        | topic 428      topic 164      topic 296      topic 245      
één-en        | negentig        | topic 428      topic 164      topic 296      topic 60       
negentig        | door            | topic 296      topic 428      topic 245      topic 164      
door            | de              | topic 49       topic 202      topic 245      topic 265      
de              | vele            | topic 428      topic 245      topic 49       topic 444      
vele            | forfaits        | topic 245      topic 153      topic 444      topic 86       
forfaits        | per             | topic 202      topic 49       topic 245      topic 187      
per             | ongeluk         | topic 236      topic 428      topic 444      topic 245      
ongeluk         | in              | topic 245      topic 428      topic 49       topic 202      
in              | de              | topic 428      topic 203      topic 197      topic 245      
de              | <UNK>           | topic 428      topic 245      topic 153      topic 86       
<UNK>           | van             | topic 245      topic 428      topic 202      topic 49       
van             | de              | topic 49       topic 202      topic 428      topic 245      
de              | US              | topic 428      topic 245      topic 49       topic 153      
US              | <UNK>           | topic 358      topic 448      topic 444      topic 86       
<UNK>           | op              | topic 202      topic 265      topic 245      topic 444      
op              | <UNK>           | topic 428      topic 197      topic 444      topic 245      
<UNK>           | <UNK>           | topic 245      topic 428      topic 202      topic 49       
<UNK>           | geraakte        | topic 245      topic 202      topic 265      topic 49       
geraakte        | </s>            | topic 245      topic 202      topic 265      topic 49       
<s>             | <UNK>           | topic 202      topic 245      topic 265      topic 49       
<UNK>           | pas             | topic 245      topic 202      topic 428      topic 265      
pas             | in              | topic 428      topic 245      topic 265      topic 202      
in              | extremis        | topic 428      topic 197      topic 245      topic 203      
extremis        | opgeroepen      | topic 265      topic 202      topic 245      topic 303      
opgeroepen      | kwam            | topic 265      topic 203      topic 245      topic 202      
kwam            | net             | topic 202      topic 265      topic 245      topic 49       
net             | op              | topic 245      topic 265      topic 202      topic 428      
op              | tijd            | topic 428      topic 197      topic 245      topic 202      
tijd            | in              | topic 428      topic 245      topic 242      topic 202      
in              | Indianapolis    | topic 197      topic 203      topic 245      topic 428      
Indianapolis    | aan             | topic 245      topic 202      topic 265      topic 289      
aan             | om              | topic 202      topic 245      topic 265      topic 49       
om              | van             | topic 428      topic 245      topic 202      topic 197      
van             | start           | topic 428      topic 202      topic 245      topic 49       
start           | te              | topic 265      topic 202      topic 245      topic 60       
te              | kunnen          | topic 265      topic 245      topic 59       topic 203      
kunnen          | gaan            | topic 245      topic 265      topic 202      topic 59       
gaan            | in              | topic 245      topic 265      topic 202      topic 59       
in              | de              | topic 197      topic 203      topic 245      topic 428      
de              | eerste          | topic 245      topic 428      topic 153      topic 86       
eerste          | ronde           | topic 428      topic 245      topic 153      topic 444      
ronde           | moest           | topic 245      topic 202      topic 265      topic 444      
moest           | clubs           | topic 202      topic 265      topic 245      topic 49       
clubs           | en              | topic 265      topic 245      topic 202      topic 421      
en              | een             | topic 265      topic 245      topic 202      topic 444      
een             | <UNK>           | topic 245      topic 444      topic 428      topic 265      
<UNK>           | lenen           | topic 245      topic 444      topic 202      topic 265      
lenen           | en              | topic 202      topic 265      topic 245      topic 49       
en              | won             | topic 202      topic 49       topic 265      topic 245      
won             | tot             | topic 202      topic 265      topic 49       topic 245      
tot             | <UNK>           | topic 428      topic 202      topic 245      topic 265      
<UNK>           | verbijstering   | topic 245      topic 202      topic 265      topic 444      
verbijstering   | het             | topic 202      topic 265      topic 245      topic 49       
het             | toernooi        | topic 245      topic 265      topic 202      topic 444      
toernooi        | </s>            | topic 202      topic 245      topic 265      topic 49       
<s>             | John            | topic 265      topic 202      topic 245      topic 49       
John            | wie             | topic 236      topic 202      topic 49       topic 245      
wie             | zonder          | topic 202      topic 245      topic 265      topic 49       
zonder          | zonde           | topic 245      topic 265      topic 202      topic 59       
zonde           | is              | topic 187      topic 242      topic 202      topic 265      
is              | <UNK>           | topic 202      topic 265      topic 245      topic 59       
<UNK>           | de              | topic 202      topic 245      topic 265      topic 59       
de              | eerste          | topic 245      topic 428      topic 153      topic 363      
eerste          | steen           | topic 245      topic 428      topic 265      topic 444      
steen           | raakte          | topic 202      topic 265      topic 245      topic 59       
raakte          | daarna          | topic 265      topic 202      topic 245      topic 59       
daarna          | aan             | topic 265      topic 202      topic 245      topic 59       
aan             | de              | topic 202      topic 265      topic 245      topic 59       
de              | drank           | topic 245      topic 428      topic 153      topic 363      
drank           | </s>            | topic 203      topic 358      topic 366      topic 38       
<s>             | hij             | topic 265      topic 202      topic 245      topic 59       
hij             | stelde          | topic 245      topic 265      topic 202      topic 59       
stelde          | zich            | topic 202      topic 265      topic 245      topic 59       
zich            | gewelddadig     | topic 265      topic 245      topic 202      topic 187      
gewelddadig     | op              | topic 245      topic 265      topic 202      topic 104      
op              | tegen           | topic 197      topic 245      topic 202      topic 428      
tegen           | zijn            | topic 202      topic 245      topic 265      topic 59       
zijn            | eerste          | topic 245      topic 428      topic 265      topic 202      
eerste          | vervolgens      | topic 245      topic 265      topic 428      topic 444      
vervolgens      | tegen           | topic 245      topic 265      topic 202      topic 444      
tegen           | zijn            | topic 202      topic 265      topic 245      topic 59       
zijn            | tweede          | topic 245      topic 265      topic 202      topic 428      
tweede          | en              | topic 245      topic 265      topic 444      topic 106      
en              | tenslotte       | topic 245      topic 265      topic 444      topic 202      
tenslotte       | tegen           | topic 265      topic 202      topic 245      topic 59       
tegen           | zijn            | topic 202      topic 245      topic 265      topic 59       
zijn            | derde           | topic 245      topic 265      topic 202      topic 428      
derde           | echtgenote      | topic 245      topic 444      topic 265      topic 369      
echtgenote      | volgde          | topic 202      topic 265      topic 245      topic 59       
volgde          | een             | topic 265      topic 202      topic 245      topic 59       
een             | <UNK>           | topic 245      topic 265      topic 444      topic 428      
<UNK>           | in              | topic 245      topic 202      topic 265      topic 444      
in              | de              | topic 197      topic 245      topic 428      topic 203      
de              | Betty           | topic 428      topic 245      topic 153      topic 456      
Betty           | Ford            | topic 202      topic 265      topic 245      topic 59       
Ford            | kliniek         | topic 189      topic 202      topic 265      topic 245      
kliniek         | zwoer           | topic 202      topic 265      topic 245      topic 59       
zwoer           | de              | topic 202      topic 265      topic 245      topic 49       
de              | drank           | topic 245      topic 428      topic 265      topic 153      
drank           | af              | topic 203      topic 366      topic 358      topic 282      
af              | won             | topic 187      topic 404      topic 289      topic 205      
won             | de              | topic 202      topic 265      topic 245      topic 428      
de              | British         | topic 428      topic 245      topic 153      topic 444      
British         | Open            | topic 468      topic 202      topic 240      topic 245      
Open            | op              | topic 245      topic 202      topic 265      topic 153      
op              | de              | topic 428      topic 197      topic 245      topic 202      
de              | heilige         | topic 428      topic 245      topic 153      topic 456      
heilige         | Old             | topic 282      topic 245      topic 202      topic 265      
Old             | <UNK>           | topic 202      topic 245      topic 240      topic 50       
<UNK>           | van             | topic 245      topic 202      topic 428      topic 265      
van             | Saint           | topic 428      topic 245      topic 202      topic 197      
Saint           | Andrews         | topic 415      topic 410      topic 265      topic 202      
Andrews         | raakte          | topic 245      topic 265      topic 202      topic 428      
raakte          | weer            | topic 245      topic 265      topic 202      topic 428      
weer            | aan             | topic 245      topic 428      topic 265      topic 444      
aan             | de              | topic 245      topic 202      topic 265      topic 428      
de              | drank           | topic 428      topic 245      topic 153      topic 86       
drank           | gaf             | topic 203      topic 366      topic 282      topic 220      
gaf             | zijn            | topic 202      topic 245      topic 265      topic 282      
zijn            | tweede          | topic 428      topic 245      topic 203      topic 444      
tweede          | vrouw           | topic 245      topic 106      topic 444      topic 265      
vrouw           | een             | topic 245      topic 202      topic 265      topic 231      
een             | ongelukkige     | topic 428      topic 245      topic 231      topic 444      
ongelukkige     | slag            | topic 245      topic 202      topic 231      topic 265      
slag            | enzovoort       | topic 245      topic 106      topic 351      topic 404      
enzovoort       | enzovoort       | topic 187      topic 202      topic 404      topic 265      
enzovoort       | </s>            | topic 187      topic 242      topic 404      topic 202      
<s>             | dat             | topic 202      topic 245      topic 265      topic 59       
dat             | alles           | topic 245      topic 202      topic 265      topic 59       
alles           | was             | topic 440      topic 187      topic 205      topic 404      
was             | niets           | topic 202      topic 245      topic 265      topic 49       
niets           | vergeleken      | topic 187      topic 404      topic 176      topic 205      
vergeleken      | bij             | topic 187      topic 404      topic 242      topic 507      
bij             | wat             | topic 202      topic 245      topic 265      topic 49       
wat             | hem             | topic 242      topic 202      topic 187      topic 49       
hem             | overkwam        | topic 187      topic 242      topic 404      topic 507      
overkwam        | in              | topic 202      topic 49       topic 265      topic 507      
in              | de              | topic 203      topic 245      topic 202      topic 197      
de              | slotronde       | topic 428      topic 245      topic 86       topic 203      
slotronde       | van             | topic 202      topic 245      topic 203      topic 86       
van             | de              | topic 202      topic 245      topic 49       topic 265      
de              | US              | topic 428      topic 245      topic 203      topic 86       
US              | Open            | topic 358      topic 448      topic 444      topic 86       
Open            | op              | topic 202      topic 245      topic 265      topic 444      
op              | de              | topic 197      topic 444      topic 428      topic 245      
de              | achtste         | topic 428      topic 245      topic 444      topic 86       
achtste         | hole            | topic 245      topic 153      topic 444      topic 86       
hole            | van             | topic 202      topic 245      topic 265      topic 444      
van             | <UNK>           | topic 245      topic 202      topic 265      topic 59       
<UNK>           | </s>            | topic 245      topic 202      topic 265      topic 444      
<s>             | voor            | topic 245      topic 265      topic 202      topic 59       
voor            | </s>            | topic 245      topic 265      topic 202      topic 59       
<s>             | <UNK>           | topic 245      topic 265      topic 202      topic 59       
<UNK>           | meteen          | topic 245      topic 202      topic 265      topic 428      
meteen          | omgedoopt       | topic 245      topic 265      topic 202      topic 428      
omgedoopt       | tot             | topic 202      topic 49       topic 327      topic 5        
tot             | <UNK>           | topic 202      topic 134      topic 245      topic 104      
<UNK>           | </s>            | topic 245      topic 202      topic 59       topic 265      
<s>             | gelukkig        | topic 265      topic 202      topic 245      topic 59       
gelukkig        | ligt            | topic 265      topic 187      topic 404      topic 176      
ligt            | die             | topic 202      topic 265      topic 245      topic 59       
die             | achtste         | topic 245      topic 265      topic 202      topic 59       
achtste         | nogal           | topic 245      topic 153      topic 444      topic 456      
nogal           | ver             | topic 265      topic 245      topic 444      topic 202      
ver             | van             | topic 202      topic 265      topic 242      topic 187      
van             | het             | topic 202      topic 265      topic 245      topic 59       
het             | <UNK>           | topic 265      topic 245      topic 202      topic 330      
<UNK>           | of              | topic 265      topic 245      topic 202      topic 59       
of              | <UNK>           | topic 265      topic 202      topic 245      topic 59       
<UNK>           | had             | topic 245      topic 202      topic 265      topic 59       
had             | zijn            | topic 202      topic 265      topic 245      topic 59       
zijn            | clubs           | topic 245      topic 265      topic 202      topic 444      
clubs           | weggegooid      | topic 265      topic 202      topic 245      topic 421      
weggegooid      | en              | topic 265      topic 202      topic 245      topic 59       
en              | zich            | topic 202      topic 265      topic 245      topic 59       
zich            | terstond        | topic 205      topic 265      topic 187      topic 245      
terstond        | weer            | topic 245      topic 202      topic 265      topic 59       
weer            | in              | topic 245      topic 265      topic 202      topic 59       
in              | de              | topic 197      topic 245      topic 203      topic 202      
de              | alcohol         | topic 153      topic 245      topic 428      topic 456      
alcohol         | gestort         | topic 220      topic 273      topic 85       topic 432      
gestort         | </s>            | topic 187      topic 265      topic 202      topic 332      
<s>             | dat             | topic 265      topic 245      topic 202      topic 59       
dat             | had             | topic 245      topic 265      topic 202      topic 59       
had             | hij             | topic 202      topic 265      topic 245      topic 59       
hij             | twee            | topic 245      topic 265      topic 202      topic 428      
twee            | jaar            | topic 428      topic 245      topic 164      topic 277      
jaar            | eerder          | topic 245      topic 265      topic 467      topic 202      
eerder          | al              | topic 265      topic 245      topic 202      topic 187      
al              | eens            | topic 428      topic 245      topic 265      topic 202      
eens            | gedaan          | topic 428      topic 245      topic 265      topic 202      
gedaan          | op              | topic 187      topic 176      topic 242      topic 404      
op              | de              | topic 245      topic 202      topic 197      topic 265      
de              | US              | topic 245      topic 428      topic 153      topic 490      
US              | Open            | topic 358      topic 448      topic 444      topic 86       
Open            | toen            | topic 265      topic 245      topic 202      topic 444      
toen            | hij             | topic 265      topic 202      topic 245      topic 59       
hij             | na              | topic 245      topic 265      topic 202      topic 444      
na              | negen           | topic 428      topic 245      topic 197      topic 444      
negen           | holes           | topic 428      topic 245      topic 164      topic 456      
holes           | in              | topic 245      topic 265      topic 444      topic 202      
in              | de              | topic 197      topic 428      topic 203      topic 245      
de              | slotronde       | topic 153      topic 245      topic 428      topic 456      
slotronde       | het             | topic 245      topic 202      topic 369      topic 265      
het             | plotseling      | topic 245      topic 265      topic 202      topic 444      
plotseling      | op              | topic 205      topic 265      topic 369      topic 245      
op              | zijn            | topic 197      topic 245      topic 202      topic 428      
zijn            | heupen          | topic 245      topic 428      topic 444      topic 265      
heupen          | kreeg           | topic 245      topic 369      topic 265      topic 203      
